GPSWeek [weeks];GPSSecondsOfWeek [s];Yaw-Rate [rad/s]
1900;126641.180000067;0.00733038285837618
1900;126641.200000048;0.00471238898038469
1900;126641.220000029;0.00314159265358979
1900;126641.24000001;0.00314159265358979
1900;126641.25999999;0.00541052068118242
1900;126641.279999971;0.00541052068118242
1900;126641.299999952;0.00436332312998582
1900;126641.319999933;0.00244346095279206
1900;126641.339999914;0.00279252680319093
1900;126641.359999895;0.00244346095279206
1900;126641.379999876;0.00244346095279206
1900;126641.399999857;0.00279252680319093
1900;126641.419999838;0.0015707963267949
1900;126641.440000057;0.000698131700797732
1900;126641.460000038;0
1900;126641.480000019;0.00261799387799149
1900;126641.5;0.00436332312998582
1900;126641.519999981;0.00401425727958696
1900;126641.539999962;0.00471238898038469
1900;126641.559999943;0.00279252680319093
1900;126641.579999924;0.00174532925199433
1900;126641.599999905;0.00331612557878923
1900;126641.619999886;0.0010471975511966
1900;126641.639999866;0
1900;126641.659999847;-0.00296705972839036
1900;126641.680000067;-0.00471238898038469
1900;126641.700000048;-0.00593411945678072
1900;126641.720000029;-0.00698131700797732
1900;126641.74000001;-0.00663225115757845
1900;126641.75999999;-0.00959931088596881
1900;126641.779999971;-0.0102974425867665
1900;126641.799999952;-0.0127409035395586
1900;126641.819999933;-0.0146607657167524
1900;126641.839999914;-0.0158824961931484
1900;126641.859999895;-0.0174532925199433
1900;126641.879999876;-0.0179768912955416
1900;126641.899999857;-0.016929693744345
1900;126641.919999838;-0.0167551608191456
1900;126641.940000057;-0.0162315620435473
1900;126641.960000038;-0.0160570291183478
1900;126641.980000019;-0.0164060949687467
1900;126642;-0.016929693744345
1900;126642.019999981;-0.0162315620435473
1900;126642.039999962;-0.0160570291183478
1900;126642.059999943;-0.0144862327915529
1900;126642.079999924;-0.015707963267949
1900;126642.099999905;-0.0153588974175501
1900;126642.119999886;-0.0155334303427495
1900;126642.139999866;-0.0162315620435473
1900;126642.159999847;-0.015707963267949
1900;126642.180000067;-0.0153588974175501
1900;126642.200000048;-0.0144862327915529
1900;126642.220000029;-0.0139626340159546
1900;126642.24000001;-0.0130899693899575
1900;126642.25999999;-0.0130899693899575
1900;126642.279999971;-0.0151843644923507
1900;126642.299999952;-0.0165806278939461
1900;126642.319999933;-0.0174532925199433
1900;126642.339999914;-0.0188495559215388
1900;126642.359999895;-0.0200712863979348
1900;126642.379999876;-0.0204203522483337
1900;126642.399999857;-0.0207694180987325
1900;126642.419999838;-0.0200712863979348
1900;126642.440000057;-0.0186750229963393
1900;126642.460000038;-0.0172787595947439
1900;126642.480000019;-0.0160570291183478
1900;126642.5;-0.0158824961931484
1900;126642.519999981;-0.0146607657167524
1900;126642.539999962;-0.0144862327915529
1900;126642.559999943;-0.0141371669411541
1900;126642.579999924;-0.0143116998663535
1900;126642.599999905;-0.0150098315671512
1900;126642.619999886;-0.0134390352403563
1900;126642.639999866;-0.0120427718387609
1900;126642.659999847;-0.0122173047639603
1900;126642.680000067;-0.0122173047639603
1900;126642.700000048;-0.011693705988362
1900;126642.720000029;-0.0111701072127637
1900;126642.74000001;-0.0101229096615671
1900;126642.75999999;-0.00802851455917392
1900;126642.779999971;-0.00802851455917392
1900;126642.799999952;-0.00663225115757845
1900;126642.819999933;-0.00523598775598299
1900;126642.839999914;-0.00453785605518526
1900;126642.859999895;-0.00314159265358979
1900;126642.879999876;-0.00331612557878923
1900;126642.899999857;-0.00349065850398866
1900;126642.919999838;-0.00453785605518526
1900;126642.940000057;-0.00436332312998582
1900;126642.960000038;-0.00541052068118242
1900;126642.980000019;-0.00628318530717959
1900;126643;-0.00663225115757845
1900;126643.019999981;-0.00645771823237902
1900;126643.039999962;-0.00558505360638185
1900;126643.059999943;-0.00628318530717959
1900;126643.079999924;-0.00558505360638185
1900;126643.099999905;-0.00558505360638185
1900;126643.119999886;-0.00418879020478639
1900;126643.139999866;-0.00506145483078356
1900;126643.159999847;-0.00488692190558412
1900;126643.180000067;-0.00471238898038469
1900;126643.200000048;-0.00436332312998582
1900;126643.220000029;-0.00436332312998582
1900;126643.24000001;-0.00331612557878923
1900;126643.25999999;-0.00279252680319093
1900;126643.279999971;-0.00331612557878923
1900;126643.299999952;-0.00279252680319093
1900;126643.319999933;-0.00174532925199433
1900;126643.339999914;0.000698131700797732
1900;126643.359999895;0.000523598775598299
1900;126643.379999876;0.00314159265358979
1900;126643.399999857;0.00523598775598299
1900;126643.419999838;0.00610865238198015
1900;126643.440000057;0.00645771823237902
1900;126643.460000038;0.00820304748437335
1900;126643.480000019;0.00855211333477222
1900;126643.5;0.00628318530717959
1900;126643.519999981;0.00593411945678072
1900;126643.539999962;0.00558505360638185
1900;126643.559999943;0.00558505360638185
1900;126643.579999924;0.00488692190558412
1900;126643.599999905;0.00558505360638185
1900;126643.619999886;0.00523598775598299
1900;126643.639999866;0.00331612557878923
1900;126643.659999847;0.0020943951023932
1900;126643.680000067;0.00331612557878923
1900;126643.700000048;0.00296705972839036
1900;126643.720000029;0.00279252680319093
1900;126643.74000001;0.00366519142918809
1900;126643.75999999;0.00279252680319093
1900;126643.779999971;0.00488692190558412
1900;126643.799999952;0.00453785605518526
1900;126643.819999933;0.00558505360638185
1900;126643.839999914;0.00488692190558412
1900;126643.859999895;0.00296705972839036
1900;126643.879999876;0.00279252680319093
1900;126643.899999857;0.00331612557878923
1900;126643.919999838;0.0020943951023932
1900;126643.940000057;0.00226892802759263
1900;126643.960000038;0.0020943951023932
1900;126643.980000019;0.00401425727958696
1900;126644;0.00558505360638185
1900;126644.019999981;0.00610865238198015
1900;126644.039999962;0.00558505360638185
1900;126644.059999943;0.00506145483078356
1900;126644.079999924;0.00331612557878923
1900;126644.099999905;0.00279252680319093
1900;126644.119999886;0.00279252680319093
1900;126644.139999866;0.00279252680319093
1900;126644.159999847;0.00244346095279206
1900;126644.180000067;0.00279252680319093
1900;126644.200000048;0.00226892802759263
1900;126644.220000029;0.00226892802759263
1900;126644.24000001;0.00244346095279206
1900;126644.25999999;0.00349065850398866
1900;126644.279999971;0.00436332312998582
1900;126644.299999952;0.00558505360638185
1900;126644.319999933;0.00558505360638185
1900;126644.339999914;0.00558505360638185
1900;126644.359999895;0.00593411945678072
1900;126644.379999876;0.00541052068118242
1900;126644.399999857;0.00558505360638185
1900;126644.419999838;0.00488692190558412
1900;126644.440000057;0.00541052068118242
1900;126644.460000038;0.00523598775598299
1900;126644.480000019;0.00558505360638185
1900;126644.5;0.00366519142918809
1900;126644.519999981;0.00279252680319093
1900;126644.539999962;0.00314159265358979
1900;126644.559999943;0.00401425727958696
1900;126644.579999924;0.00453785605518526
1900;126644.599999905;0.00541052068118242
1900;126644.619999886;0.00488692190558412
1900;126644.639999866;0.00506145483078356
1900;126644.659999847;0.00558505360638185
1900;126644.680000067;0.00523598775598299
1900;126644.700000048;0.00506145483078356
1900;126644.720000029;0.00401425727958696
1900;126644.74000001;0.00523598775598299
1900;126644.75999999;0.00558505360638185
1900;126644.779999971;0.00523598775598299
1900;126644.799999952;0.00698131700797732
1900;126644.819999933;0.00628318530717959
1900;126644.839999914;0.00628318530717959
1900;126644.859999895;0.00698131700797732
1900;126644.879999876;0.00785398163397448
1900;126644.899999857;0.00680678408277789
1900;126644.919999838;0.00593411945678072
1900;126644.940000057;0.00471238898038469
1900;126644.960000038;0.00436332312998582
1900;126644.980000019;0.00471238898038469
1900;126645;0.00418879020478639
1900;126645.019999981;0.00401425727958696
1900;126645.039999962;0.00558505360638185
1900;126645.059999943;0.00628318530717959
1900;126645.079999924;0.00471238898038469
1900;126645.099999905;0.00541052068118242
1900;126645.119999886;0.00558505360638185
1900;126645.139999866;0.00733038285837618
1900;126645.159999847;0.00628318530717959
1900;126645.180000067;0.00645771823237902
1900;126645.200000048;0.00680678408277789
1900;126645.220000029;0.00593411945678072
1900;126645.24000001;0.00436332312998582
1900;126645.25999999;0.00558505360638185
1900;126645.279999971;0.00506145483078356
1900;126645.299999952;0.00628318530717959
1900;126645.319999933;0.00628318530717959
1900;126645.339999914;0.00628318530717959
1900;126645.359999895;0.00610865238198015
1900;126645.379999876;0.00698131700797732
1900;126645.399999857;0.00593411945678072
1900;126645.419999838;0.00523598775598299
1900;126645.440000057;0.00750491578357562
1900;126645.460000038;0.00925024503556995
1900;126645.480000019;0.00855211333477222
1900;126645.5;0.00750491578357562
1900;126645.519999981;0.00698131700797732
1900;126645.539999962;0.00698131700797732
1900;126645.559999943;0.00645771823237902
1900;126645.579999924;0.00279252680319093
1900;126645.599999905;0.00383972435438753
1900;126645.619999886;0.00593411945678072
1900;126645.639999866;0.00558505360638185
1900;126645.659999847;0.00506145483078356
1900;126645.680000067;0.00575958653158129
1900;126645.700000048;0.00680678408277789
1900;126645.720000029;0.00610865238198015
1900;126645.74000001;0.00593411945678072
1900;126645.75999999;0.00558505360638185
1900;126645.779999971;0.00541052068118242
1900;126645.799999952;0.00383972435438753
1900;126645.819999933;0.00296705972839036
1900;126645.839999914;0.00349065850398866
1900;126645.859999895;0.00418879020478639
1900;126645.879999876;0.00366519142918809
1900;126645.899999857;0.00383972435438753
1900;126645.919999838;0.00349065850398866
1900;126645.940000057;0.00366519142918809
1900;126645.960000038;0.00191986217719376
1900;126645.980000019;0.00122173047639603
1900;126646;0.00244346095279206
1900;126646.019999981;0.00279252680319093
1900;126646.039999962;0.00383972435438753
1900;126646.059999943;0.00279252680319093
1900;126646.079999924;0.0020943951023932
1900;126646.099999905;0.00226892802759263
1900;126646.119999886;0.000349065850398866
1900;126646.139999866;-0.000698131700797732
1900;126646.159999847;-0.00122173047639603
1900;126646.180000067;-0.00122173047639603
1900;126646.200000048;0.000349065850398866
1900;126646.220000029;0
1900;126646.24000001;0.000698131700797732
1900;126646.25999999;0.0020943951023932
1900;126646.279999971;0.00139626340159546
1900;126646.299999952;0.000523598775598299
1900;126646.319999933;-0.000523598775598299
1900;126646.339999914;-0.00226892802759263
1900;126646.359999895;-0.00296705972839036
1900;126646.379999876;-0.00453785605518526
1900;126646.399999857;-0.00541052068118242
1900;126646.419999838;-0.00471238898038469
1900;126646.440000057;-0.00645771823237902
1900;126646.460000038;-0.00872664625997165
1900;126646.480000019;-0.00994837673636768
1900;126646.5;-0.00872664625997165
1900;126646.519999981;-0.00837758040957278
1900;126646.539999962;-0.00802851455917392
1900;126646.559999943;-0.00663225115757845
1900;126646.579999924;-0.00471238898038469
1900;126646.599999905;-0.00506145483078356
1900;126646.619999886;-0.00488692190558412
1900;126646.639999866;-0.00418879020478639
1900;126646.659999847;-0.00506145483078356
1900;126646.680000067;-0.00733038285837618
1900;126646.700000048;-0.00575958653158129
1900;126646.720000029;-0.00506145483078356
1900;126646.74000001;-0.00453785605518526
1900;126646.75999999;-0.00471238898038469
1900;126646.779999971;-0.00523598775598299
1900;126646.799999952;-0.00541052068118242
1900;126646.819999933;-0.00488692190558412
1900;126646.839999914;-0.00541052068118242
1900;126646.859999895;-0.00401425727958696
1900;126646.879999876;-0.00453785605518526
1900;126646.899999857;-0.00436332312998582
1900;126646.919999838;-0.00541052068118242
1900;126646.940000057;-0.00488692190558412
1900;126646.960000038;-0.00331612557878923
1900;126646.980000019;-0.00558505360638185
1900;126647;-0.00733038285837618
1900;126647.019999981;-0.00698131700797732
1900;126647.039999962;-0.00645771823237902
1900;126647.059999943;-0.00488692190558412
1900;126647.079999924;-0.00314159265358979
1900;126647.099999905;-0.00296705972839036
1900;126647.119999886;-0.00401425727958696
1900;126647.139999866;-0.00418879020478639
1900;126647.159999847;-0.00436332312998582
1900;126647.180000067;-0.00453785605518526
1900;126647.200000048;-0.00593411945678072
1900;126647.220000029;-0.00593411945678072
1900;126647.24000001;-0.00715584993317675
1900;126647.25999999;-0.00767944870877505
1900;126647.279999971;-0.00628318530717959
1900;126647.299999952;-0.00558505360638185
1900;126647.319999933;-0.00418879020478639
1900;126647.339999914;-0.00436332312998582
1900;126647.359999895;-0.00314159265358979
1900;126647.379999876;-0.00279252680319093
1900;126647.399999857;-0.00174532925199433
1900;126647.419999838;-0.00383972435438753
1900;126647.440000057;-0.00418879020478639
1900;126647.460000038;-0.00401425727958696
1900;126647.480000019;-0.00488692190558412
1900;126647.5;-0.00436332312998582
1900;126647.519999981;-0.00558505360638185
1900;126647.539999962;-0.00733038285837618
1900;126647.559999943;-0.00855211333477222
1900;126647.579999924;-0.00942477796076938
1900;126647.599999905;-0.00907571211037051
1900;126647.619999886;-0.00855211333477222
1900;126647.639999866;-0.00750491578357562
1900;126647.659999847;-0.00593411945678072
1900;126647.680000067;-0.00593411945678072
1900;126647.700000048;-0.00959931088596881
1900;126647.720000029;-0.00959931088596881
1900;126647.74000001;-0.0118682389135614
1900;126647.75999999;-0.0123918376891597
1900;126647.779999971;-0.0153588974175501
1900;126647.799999952;-0.0148352986419518
1900;126647.819999933;-0.0167551608191456
1900;126647.839999914;-0.0172787595947439
1900;126647.859999895;-0.016929693744345
1900;126647.879999876;-0.0176278254451427
1900;126647.899999857;-0.0183259571459405
1900;126647.919999838;-0.0188495559215388
1900;126647.940000057;-0.0193731546971371
1900;126647.960000038;-0.0204203522483337
1900;126647.980000019;-0.0190240888467382
1900;126648;-0.0186750229963393
1900;126648.019999981;-0.0202458193231342
1900;126648.039999962;-0.0202458193231342
1900;126648.059999943;-0.0179768912955416
1900;126648.079999924;-0.0193731546971371
1900;126648.099999905;-0.0186750229963393
1900;126648.119999886;-0.0186750229963393
1900;126648.139999866;-0.0218166156499291
1900;126648.159999847;-0.0218166156499291
1900;126648.180000067;-0.0232128790515246
1900;126648.200000048;-0.0223402144255274
1900;126648.220000029;-0.0218166156499291
1900;126648.24000001;-0.0204203522483337
1900;126648.25999999;-0.0185004900711399
1900;126648.279999971;-0.0164060949687467
1900;126648.299999952;-0.0151843644923507
1900;126648.319999933;-0.0143116998663535
1900;126648.339999914;-0.0143116998663535
1900;126648.359999895;-0.0148352986419518
1900;126648.379999876;-0.0143116998663535
1900;126648.399999857;-0.0125663706143592
1900;126648.419999838;-0.0130899693899575
1900;126648.440000057;-0.0109955742875643
1900;126648.460000038;-0.010471975511966
1900;126648.480000019;-0.0102974425867665
1900;126648.5;-0.00994837673636768
1900;126648.519999981;-0.00855211333477222
1900;126648.539999962;-0.00837758040957278
1900;126648.559999943;-0.00715584993317675
1900;126648.579999924;-0.00558505360638185
1900;126648.599999905;-0.00314159265358979
1900;126648.619999886;-0.00279252680319093
1900;126648.639999866;-0.00139626340159546
1900;126648.659999847;0.000872664625997165
1900;126648.680000067;0.00349065850398866
1900;126648.700000048;0.00593411945678072
1900;126648.720000029;0.00925024503556995
1900;126648.74000001;0.0123918376891597
1900;126648.75999999;0.0139626340159546
1900;126648.779999971;0.0179768912955416
1900;126648.799999952;0.0202458193231342
1900;126648.819999933;0.0247836753783195
1900;126648.839999914;0.0275762021815104
1900;126648.859999895;0.0310668606854991
1900;126648.879999876;0.0373500459926787
1900;126648.899999857;0.0420624349730633
1900;126648.919999838;0.0472984227290463
1900;126648.940000057;0.0516617458590322
1900;126648.960000038;0.0575958653158129
1900;126648.980000019;0.0644026493985908
1900;126649;0.0698131700797732
1900;126649.019999981;0.0759218224617533
1900;126649.039999962;0.0832522053201295
1900;126649.059999943;0.0883136601509131
1900;126649.079999924;0.0925024503556995
1900;126649.099999905;0.097563905186483
1900;126649.119999886;0.102276294166868
1900;126649.139999866;0.108908545324446
1900;126649.159999847;0.116413461108022
1900;126649.180000067;0.121649448864005
1900;126649.200000048;0.128107167096384
1900;126649.220000029;0.134564885328763
1900;126649.24000001;0.140848070635942
1900;126649.25999999;0.14782938764392
1900;126649.279999971;0.155334303427495
1900;126649.299999952;0.16318828506147
1900;126649.319999933;0.170344134994647
1900;126649.339999914;0.175929188601028
1900;126649.359999895;0.182037840983009
1900;126649.379999876;0.188844625065786
1900;126649.399999857;0.19704767255016
1900;126649.419999838;0.205250720034533
1900;126649.440000057;0.213977366294505
1900;126649.460000038;0.222704012554476
1900;126649.480000019;0.23073252711365
1900;126649.5;0.238935574598024
1900;126649.519999981;0.245742358680802
1900;126649.539999962;0.254119939090374
1900;126649.559999943;0.262322986574748
1900;126649.579999924;0.270700566984321
1900;126649.599999905;0.280299877870289
1900;126649.619999886;0.288328392429463
1900;126649.639999866;0.296007841138238
1900;126649.659999847;0.30159289474462
1900;126649.680000067;0.308574211752597
1900;126649.700000048;0.315031929984976
1900;126649.720000029;0.319918851890561
1900;126649.74000001;0.324107642095347
1900;126649.75999999;0.327074701823737
1900;126649.779999971;0.331612557878923
1900;126649.799999952;0.336150413934108
1900;126649.819999933;0.34156093461529
1900;126649.839999914;0.345749724820077
1900;126649.859999895;0.35098571257606
1900;126649.879999876;0.357617963733638
1900;126649.899999857;0.365646478292812
1900;126649.919999838;0.372627795300789
1900;126649.940000057;0.37873644768277
1900;126649.960000038;0.385892297615946
1900;126649.980000019;0.390081087820733
1900;126650;0.39392081217512
1900;126650.019999981;0.399331332856303
1900;126650.039999962;0.400727596257898
1900;126650.059999943;0.40334559013589
1900;126650.079999924;0.406487182789479
1900;126650.099999905;0.409803308368269
1900;126650.119999886;0.411723170545462
1900;126650.139999866;0.414690230273853
1900;126650.159999847;0.41538836197465
1900;126650.180000067;0.417482757077044
1900;126650.200000048;0.41870448755344
1900;126650.220000029;0.421497014356631
1900;126650.24000001;0.423940475309423
1900;126650.25999999;0.427256600888212
1900;126650.279999971;0.429350995990605
1900;126650.299999952;0.430572726467001
1900;126650.319999933;0.432318055718995
1900;126650.339999914;0.431968989868597
1900;126650.359999895;0.432492588644195
1900;126650.379999876;0.432841654494594
1900;126650.399999857;0.432841654494594
1900;126650.419999838;0.432841654494594
1900;126650.440000057;0.435110582522186
1900;126650.460000038;0.437728576400178
1900;126650.480000019;0.440521103203369
1900;126650.5;0.444884426333355
1900;126650.519999981;0.448898683612942
1900;126650.539999962;0.45238934211693
1900;126650.559999943;0.455356401845321
1900;126650.579999924;0.461465054227301
1900;126650.599999905;0.466177443207685
1900;126650.619999886;0.47106436511327
1900;126650.639999866;0.475078622392857
1900;126650.659999847;0.478918346747244
1900;126650.680000067;0.48328166987723
1900;126650.700000048;0.486772328381219
1900;126650.720000029;0.490961118586005
1900;126650.74000001;0.491135651511204
1900;126650.75999999;0.492706447837999
1900;126650.779999971;0.492182849062401
1900;126650.799999952;0.492880980763199
1900;126650.819999933;0.493928178314395
1900;126650.839999914;0.493928178314395
1900;126650.859999895;0.493404579538797
1900;126650.879999876;0.493753645389196
1900;126650.899999857;0.494102711239595
1900;126650.919999838;0.496546172192387
1900;126650.940000057;0.497942435593982
1900;126650.960000038;0.497418836818384
1900;126650.980000019;0.498466034369581
1900;126651;0.500560429471974
1900;126651.019999981;0.501956692873569
1900;126651.039999962;0.503178423349965
1900;126651.059999943;0.505272818452358
1900;126651.079999924;0.508065345255549
1900;126651.099999905;0.509636141582344
1900;126651.119999886;0.513650398861931
1900;126651.139999866;0.516791991515521
1900;126651.159999847;0.521329847570706
1900;126651.180000067;0.520806248795108
1900;126651.200000048;0.522551578047102
1900;126651.220000029;0.524122374373897
1900;126651.24000001;0.524296907299097
1900;126651.25999999;0.523598775598299
1900;126651.279999971;0.523075176822701
1900;126651.299999952;0.525169571925094
1900;126651.319999933;0.524471440224296
1900;126651.339999914;0.524820506074695
1900;126651.359999895;0.524995038999894
1900;126651.379999876;0.526565835326689
1900;126651.399999857;0.525693170700692
1900;126651.419999838;0.525693170700692
1900;126651.440000057;0.52639130240149
1900;126651.460000038;0.525344104850293
1900;126651.480000019;0.525693170700692
1900;126651.5;0.525518637775493
1900;126651.519999981;0.526042236551091
1900;126651.539999962;0.524296907299097
1900;126651.559999943;0.522900643897501
1900;126651.579999924;0.520806248795108
1900;126651.599999905;0.519933584169111
1900;126651.619999886;0.518188254917117
1900;126651.639999866;0.516442925665122
1900;126651.659999847;0.518188254917117
1900;126651.680000067;0.519933584169111
1900;126651.700000048;0.519933584169111
1900;126651.720000029;0.517315590291119
1900;126651.74000001;0.512428668385535
1900;126651.75999999;0.504225620901162
1900;126651.779999971;0.496720705117586
1900;126651.799999952;0.495848040491589
1900;126651.819999933;0.496371639267187
1900;126651.839999914;0.489913921034808
1900;126651.859999895;0.479441945522842
1900;126651.879999876;0.475078622392857
1900;126651.899999857;0.474904089467657
1900;126651.919999838;0.476474885794452
1900;126651.940000057;0.475078622392857
1900;126651.960000038;0.473682358991261
1900;126651.980000019;0.473856891916461
1900;126652;0.47088983218807
1900;126652.019999981;0.46774823953448
1900;126652.039999962;0.467573706609281
1900;126652.059999943;0.464606646880891
1900;126652.079999924;0.457276264022514
1900;126652.099999905;0.449073216538141
1900;126652.119999886;0.443488162931759
1900;126652.139999866;0.438775773951374
1900;126652.159999847;0.435634181297785
1900;126652.180000067;0.433539786195391
1900;126652.200000048;0.433539786195391
1900;126652.220000029;0.432492588644195
1900;126652.24000001;0.430223660616602
1900;126652.25999999;0.426034870411816
1900;126652.279999971;0.419402619254237
1900;126652.299999952;0.413992098573055
1900;126652.319999933;0.407534380340676
1900;126652.339999914;0.398807734080704
1900;126652.359999895;0.391826417072727
1900;126652.379999876;0.378387381832371
1900;126652.399999857;0.361981286863624
1900;126652.419999838;0.352905574753253
1900;126652.440000057;0.342608132166487
1900;126652.460000038;0.325503905496942
1900;126652.480000019;0.310145008079392
1900;126652.5;0.300022098417825
1900;126652.519999981;0.284663201000275
1900;126652.539999962;0.274191225488309
1900;126652.559999943;0.270700566984321
1900;126652.579999924;0.267209908480332
1900;126652.599999905;0.263893782901543
1900;126652.619999886;0.260054058547155
1900;126652.639999866;0.250978346436785
1900;126652.659999847;0.24015730507442
1900;126652.680000067;0.229685329562454
1900;126652.700000048;0.22148228207808
1900;126652.720000029;0.210835773640915
1900;126652.74000001;0.204901654184134
1900;126652.75999999;0.198967534727354
1900;126652.779999971;0.192335283569775
1900;126652.799999952;0.187099295813792
1900;126652.819999933;0.179594380030217
1900;126652.839999914;0.173485727648236
1900;126652.859999895;0.168249739892253
1900;126652.879999876;0.165282680163863
1900;126652.899999857;0.158126830230686
1900;126652.919999838;0.153588974175501
1900;126652.940000057;0.154112572951099
1900;126652.960000038;0.150621914447111
1900;126652.980000019;0.147131255943122
1900;126653;0.139626340159546
1900;126653.019999981;0.137008346281555
1900;126653.039999962;0.134390352403563
1900;126653.059999943;0.130376095123976
1900;126653.079999924;0.130376095123976
1900;126653.099999905;0.127932634171184
1900;126653.119999886;0.123569311041199
1900;126653.139999866;0.120602251312808
1900;126653.159999847;0.113446401379631
1900;126653.180000067;0.104894288044859
1900;126653.200000048;0.097563905186483
1900;126653.220000029;0.0930260491312978
1900;126653.24000001;0.0914552528045029
1900;126653.25999999;0.0904080552533063
1900;126653.279999971;0.0841248699461267
1900;126653.299999952;0.0816814089933346
1900;126653.319999933;0.0795870138909414
1900;126653.339999914;0.0755727566113545
1900;126653.359999895;0.0705113017805709
1900;126653.379999876;0.0670206432765823
1900;126653.399999857;0.0626573201465964
