GPSWeek [weeks];GPSSecondsOfWeek [s];Longitude (GT Lon) [deg];Longitude Cov (GT Lon Cov) [deg];Latitude (GT Lat) [deg];Latitude Cov (GT Lat Cov) [deg];Height above ellipsoid (GT Height) [m];Height above ellipsoid Cov (GT Height Cov) [m];Heading (0° = East, counterclockwise) - (GT Heading) [rad];Heading Cov (0° = East, counterclockwise) - (GT Heading Cov) [rad];Acceleration (GT Acceleration) [ms^2];Acceleration Cov (GT Acceleration Cov) [ms^2];Velocity (GT Velocity) [m/s];Velocity Cov (GT Velocity Cov) [m/s];Yaw-Rate (GT Yaw-rate) [rad/s];Yaw-Rate Cov (GT Yaw-rate Cov) [rad/s];GPS time of week of the navigation epoch (iTOW) [ms];Longitude (lon) [deg];Latitude (lat) [deg];Height above ellipsoid (height) [m];Height above mean sea level (hMSL) [m];Horizontal accuracy estimate (hAcc) [m];Vertical accuracy estimate (vAcc) [m]
1900;126645.9;13.3737904571745;1.78846115613861E-05;52.5048051735389;3.24910034956276E-05;76.1130436531502;1.83285204772152E-05;1.23459831188758;1.11835252805172E-07;0.0740430406255747;0.00563772054528635;6.90151398386658;0.000245224332962041;0.0013174708015443;1.22185156199978E-06;126645900;13.3738099;52.5048193;79.972;37.773;0.631;-1
1900;126646.1;13.37379677885;1.7958002717963E-05;52.5048167753724;9.94857149278329E-06;76.1158061363071;1.9264281818689E-05;1.23463429070027;1.1364291049331E-07;0.0291040415912149;0.00563543994206776;6.91223809223287;0.00024901064860104;-0.000405002547457628;1.22224927033754E-06;126646100;13.3738148;52.5048311;79.944;37.745;0.632;-1
1900;126646.4;13.3738062106095;1.84634160545243E-05;52.504834269939;4.94065645841247E-324;76.1210162419816;2.0668130397917E-05;1.23359455761332;1.17033795193342E-07;-0.0529409129330913;0.00561762876105494;6.9079807008497;0.000255079048967785;-0.00792419608959956;1.22282325801971E-06;126646400;13.3738237;52.5048485;79.9;37.702;0.636;-1
1900;126646.6;13.3738125116698;1.86946436958769E-05;52.5048460552582;1.00760426750576E-05;76.1253414682018;2.1617224669529E-05;1.23163638014669;1.19772161680203E-07;-0.125470796410635;0.00565258626730157;6.88981586682307;0.000259199624311779;-0.00772490529288569;1.22330090655944E-06;126646600;13.3738304;52.5048596;79.94;37.742;0.641;-1
1900;126646.8;13.3738188266774;1.91496123629613E-05;52.5048576025873;4.94065645841247E-324;76.1304297459869;2.25775146218352E-05;1.2300499951441;1.229427406601E-07;-0.204142069294934;0.00562772317459844;6.85687439745587;0.000258841099644886;-0.00811805298790496;1.22381242708594E-06;126646800;13.3738366;52.5048714;79.893;37.695;0.644;-1
1900;126647;13.3738251423066;1.92571281199171E-05;52.5048692719246;4.94065645841247E-324;76.1363104471554;2.35378326466518E-05;1.22848457639901;1.266295551069E-07;-0.286959630469289;0.00566122786605737;6.80792305710742;0.000254589051137663;-0.00998611809140095;1.22438830665245E-06;126647000;13.3738424;52.5048833;79.852;37.654;0.648;-1
1900;126647.2;13.3738314328333;1.96974958563235E-05;52.5048807993406;5.30717544965758E-05;76.1429789187767;2.44763791363385E-05;1.22695740893366;1.30898482384483E-07;-0.369136463520266;0.0057535965528719;6.74210657529405;0.000253326041830061;-0.00871040744525689;1.22502202593978E-06;126647200;13.373849;52.5048944;79.861;37.663;0.652;-1
1900;126647.5;13.3738407957279;2.01627364795939E-05;52.5048977750836;5.0005663022326E-05;76.1543813856557;2.57801172422543E-05;1.22467410063762;1.38473062648943E-07;-0.470054841521339;0.00571592711117055;6.61655960212215;0.000258076104485479;-0.0074249079179796;1.2260714573168E-06;126647500;13.3738586;52.5049111;79.868;37.67;0.661;-1
1900;126647.7;13.3738469689852;2.04588797398088E-05;52.50490884565;4.64240783976066E-05;76.1628496081549;2.65373441524113E-05;1.22253107080659;1.44407355540769E-07;-0.509384185609961;0.00570358722401063;6.51790388970003;0.000259244875634325;-0.0123265435359484;1.22678336475448E-06;126647700;13.3738639;52.5049225;79.841;37.643;0.663;-1
1900;126647.9;13.3738530975499;2.13160765876991E-05;52.5049196677475;5.9458711126244E-05;76.1719507010227;2.71755967379587E-05;1.2189137231705;1.51072270258649E-07;-0.516620146619964;0.00563713129397653;6.41473944182185;0.000259591243917053;-0.0213155307422699;1.22756429713458E-06;126647900;13.3738698;52.5049334;79.827;37.629;0.666;-1
1900;126648.1;13.3738592001618;2.23091682878131E-05;52.5049302830563;5.90566476849454E-05;76.1816271639867;2.76764990792609E-05;1.2144455464537;1.5855232522635E-07;-0.483538369178669;0.00560445083959968;6.31406217230064;0.000253376338605212;-0.0217631041952885;1.22836138215601E-06;126648100;13.3738754;52.5049445;79.777;37.579;0.671;-1
1900;126648.4;13.3738683169811;2.4205949757348E-05;52.504945872366;1.91313555692177E-05;76.1970819472132;2.81514908880286E-05;1.20811243962116;1.71478680659627E-07;-0.42237630014847;0.00577703006666969;6.1791512290007;0.000248372163979221;-0.0157690469355881;1.22970336692582E-06;126648400;13.3738839;52.5049603;79.76;37.562;0.681;-1
1900;126648.6;13.3738743732127;2.55590507600741E-05;52.5049560367127;6.53383377316123E-05;76.2079106504026;2.82888841435678E-05;1.20573931469543;1.81329717996122E-07;-0.431487020410053;0.00566533867410939;6.09545112558082;0.000256341884348359;-0.00634185559451057;1.23061751691153E-06;126648600;13.3738882;52.5049717;79.609;37.411;0.681;-1
1900;126648.8;13.3738803847617;2.74056609086169E-05;52.5049660050096;5.84965219417913E-06;76.219069914171;2.83031236470176E-05;1.20671186125288;1.92193673465181E-07;-0.500673886013257;0.00573303082584446;6.00225555885246;0.000257313878312037;0.0173535553960878;1.23155058073807E-06;126648800;13.3738946;52.5049816;79.64;37.442;0.681;-1
1900;126649;13.373886206003;2.91163494573109E-05;52.5049759209579;2.01417596249589E-05;76.2304736028401;2.82265397066402E-05;1.21513478959115;2.04199678146786E-07;-0.589140301266763;0.0058348419198991;5.89412795174169;0.000260478122289845;0.0668342538406633;1.23243659308903E-06;126649000;13.3738998;52.5049919;79.619;37.421;0.681;-1
1900;126649.2;13.3738916993563;3.1141006907793E-05;52.5049856630668;6.84864762965565E-05;76.2420319120263;2.8104011649504E-05;1.23477248100327;2.17298125330118E-07;-0.718257590210296;0.00580180909385036;5.76357381513298;0.000266875106382818;0.125109785357398;1.23331191379279E-06;126649200;13.3739051;52.5050019;79.6;37.402;0.681;-1
1900;126649.4;13.373896617961;3.3330304870751E-05;52.5049952604839;6.09129471627932E-05;76.2536634068492;2.79844627626805E-05;1.26723610748774;2.31497212644489E-07;-0.81973794904969;0.00573532811575472;5.60884352894362;0.000272739098376207;0.194086591051281;1.23416847203863E-06;126649400;13.3739107;52.5050114;79.626;37.427;0.681;-1
1900;126649.6;13.3739007791301;3.56256306707252E-05;52.5050046731972;2.16636470458336E-05;76.2653052515937;2.79090182009891E-05;1.31506407764635;2.469074634245E-07;-0.863040425465128;0.00583182365507611;5.43920828973449;0.000276332391948136;0.277250909718366;1.23497801914343E-06;126649600;13.3739161;52.5050201;79.727;37.529;0.681;-1
1900;126649.8;13.3739039706244;3.80198712753723E-05;52.5050138480926;4.21997642538061E-05;76.276911951564;2.79083407547034E-05;1.37740281690054;2.63546686822843E-07;-0.824677293309007;0.00583398732156692;5.26889857841025;0.000278719697931616;0.333332768766915;1.23587095149465E-06;126649800;13.373921;52.5050287;79.755;37.557;0.684;-1
1900;126650;13.3739060457829;4.04772787460935E-05;52.5050227712196;5.58177641882594E-05;76.2884518004756;2.80021865688107E-05;1.45043313286175;2.81521671873051E-07;-0.709940745641739;0.00585112175566291;5.11437457505599;0.000278749595442183;0.391192606233244;1.23673775289237E-06;126650000;13.3739239;52.5050379;79.646;37.448;0.686;-1
1900;126650.2;13.3739069160501;4.3186489445962E-05;52.5050316146448;9.56588633366727E-05;76.2999050907981;2.81997869199945E-05;1.53180757904386;3.00847237806386E-07;-0.578835526739246;0.00586847532447164;4.9854014194269;0.000278593726627894;0.416061607609708;1.23754941636104E-06;126650200;13.3739239;52.5050466;79.695;37.496;0.689;-1
1900;126650.4;13.3739065358481;4.63422369917695E-05;52.5050403013115;8.96601098148851E-05;76.3112608358467;2.85029478260326E-05;1.61714244979239;3.21546853187013E-07;-0.457046123828896;0.00586601631230619;4.88212921593165;0.00027943144191902;0.430159100133965;1.23831468861894E-06;126650400;13.3739242;52.5050547;79.717;37.519;0.692;-1
1900;126650.6;13.3739049247688;5.0101323834878E-05;52.5050487857903;8.97884516805484E-05;76.3225143764951;2.8910008114394E-05;1.70609910756714;3.43623091853032E-07;-0.364666962206266;0.00585235244674783;4.80075317930167;0.000280121610496124;0.463549370076565;1.23904634624905E-06;126650600;13.3739243;52.5050643;79.457;37.259;0.694;-1
1900;126650.8;13.3739020796207;5.48609775199514E-05;52.505056907941;6.02355293448736E-05;76.3336662078352;2.94166922787828E-05;1.80264985257743;3.67097142017056E-07;-0.308714417744923;0.00585897977707425;4.73400118840227;0.000278648234627095;0.490357289059374;1.23972614346071E-06;126650800;13.3739226;52.5050732;79.381;37.183;0.697;-1
1900;126651;13.3738979477333;6.03296429459307E-05;52.5050647740822;4.9701132889182E-05;76.3447212032871;3.00161925017702E-05;1.90135250959325;3.91930831413483E-07;-0.289853082449477;0.0058694672545005;4.67457866864444;0.0002766148539386;0.498044013911072;1.24034406826193E-06;126651000;13.3739185;52.5050815;79.327;37.129;0.7;-1
1900;126651.2;13.3738925985767;6.64545717260573E-05;52.5050722711423;7.1436519975078E-05;76.3556878160112;3.06991411483959E-05;2.00330494011436;4.1808682962809E-07;-0.292071713737554;0.00587320619916791;4.61676048316416;0.000273737205090144;0.520152332336508;1.24092704246965E-06;126651200;13.3739143;52.5050895;79.26;37.061;0.703;-1
1900;126651.4;13.3738860360514;7.30871661719924E-05;52.5050793536837;8.07588904438781E-05;76.3665752877797;3.14553772197211E-05;2.10776961818932;4.45601569826657E-07;-0.314570049452507;0.005872551259607;4.55647617420171;0.000271343467377753;0.523432911091229;1.24149939562729E-06;126651400;13.3739083;52.5050969;79.194;36.996;0.709;-1
1900;126651.6;13.3738783848239;7.98910698153326E-05;52.5050859038272;9.19925448451644E-05;76.3773928509242;3.22763090927935E-05;2.21217351654595;4.74441363307311E-07;-0.362544244732926;0.00586436508938791;4.48917443015772;0.000269981211715466;0.517633734942403;1.24202055595494E-06;126651600;13.3739024;52.5051065;78.843;36.645;0.711;-1
1900;126651.9;13.3738652031713;9.11884777482587E-05;52.5050944819885;3.48219884360367E-05;76.3935029266556;3.36134010177347E-05;2.36229216700947;5.20129477947439E-07;-0.42648431043879;0.00582091856949808;4.36967566149548;0.000270549905058628;0.472915482319314;1.24273057647922E-06;126651900;13.3738891;52.5051172;78.555;36.357;0.718;-1
1900;126652.1;13.3738555423093;9.91124762004481E-05;52.5050994905493;2.32320352143412E-06;76.4041676196196;3.456547000601E-05;2.45540660763908;5.52111101407706E-07;-0.42205336305794;0.00583528365122963;4.28403822683019;0.000270074247333179;0.447216029896917;1.24312908036965E-06;126652100;13.3738796;52.5051265;77.965;35.766;0.719;-1
1900;126652.3;13.3738453709147;0.000107503671292807;52.5051037871564;7.19359913722666E-06;76.4147647744316;3.55580469860338E-05;2.54117759821619;5.85281900962604E-07;-0.37072711510823;0.00585894888322966;4.20384069955879;0.000269632293181001;0.411924346135374;1.24353671843354E-06;126652300;13.37387;52.5051342;77.527;35.329;0.721;-1
1900;126652.5;13.3738348223934;0.000116257036161087;52.5051075355664;2.50519722578548E-05;76.4252787040404;3.65858747203969E-05;2.61227513435344;6.19612352111181E-07;-0.245628951656087;0.00586294448066076;4.14081102715758;0.000269633818403293;0.297779188079111;1.24389426871295E-06;126652500;13.3738595;52.5051407;77.169;34.971;0.721;-1
1900;126652.7;13.373824057969;0.000124624322136222;52.5051107563412;2.65252104910979E-05;76.4356828732663;3.764572200106E-05;2.66323309449427;6.55048694727933E-07;-0.0694820362139823;0.00588836180548107;4.10886232192833;0.000270071517324664;0.219496174676209;1.24431160477676E-06;126652700;13.3738488;52.5051429;77.426;35.228;0.721;-1
1900;126653;13.373807522967;0.000136689931375784;52.5051152726145;4.73634163064884E-05;76.451006162206;3.92909336572537E-05;2.71445314536827;7.10220389432248E-07;0.209483384583588;0.00588510600259958;4.12939408455366;0.000272192218405088;0.138236344752625;1.24466760107525E-06;126653000;13.3738313;52.505148;77.301;35.103;0.724;-1
1900;126653.2;13.3737962096027;0.000144680928519936;52.5051180286459;1.06431136327526E-05;76.4609752427105;4.04215127803872E-05;2.73856098404224;7.48157763391799E-07;0.379088896317223;0.00588976777605012;4.18917966748388;0.000273496976276786;0.0961334777707226;1.24489318621535E-06;126653200;13.3738201;52.50515;77.44;35.242;0.723;-1
1900;126653.5;13.373778667064;0.000156791659757011;52.5051220640513;4.09530626157878E-06;76.4754583880778;4.21633499721386E-05;2.75917574828177;8.06758427436749E-07;0.482603455609096;0.00589064885205428;4.32425233582953;0.000276060901893754;0.0439637441242121;1.24525528288186E-06;126653500;13.3738014;52.505154;77.341;35.142;0.724;-1
1900;126653.7;13.3737665900706;0.00016509051142951;52.5051248110754;3.03953801263233E-05;76.4847472177351;4.33550684245567E-05;2.76518494642156;8.46991934813781E-07;0.419967446520605;0.00590271058354395;4.41601883627763;0.000277708164569981;0.0179909035348766;1.2457108226522E-06;126653700;13.3737904;52.5051562;77.465;35.267;0.723;-1
1900;126654;13.3737480296493;0.000178685685291787;52.5051288765252;0.000138469531937106;76.4980643890502;4.5190252891574E-05;2.76912174165611;9.09087585228568E-07;0.219055628982649;0.00590661915227477;4.51344111655673;0.000280047232777371;0.0163713606637684;1.2458591362986E-06;126654000;13.3737732;52.50516;77.431;35.233;0.724;-1
1900;126654.2;13.3737354769148;0.000188501980007439;52.5051315990987;0.000162494434033338;76.5065113515607;4.6445800658825E-05;2.77096315595743;9.51285096153394E-07;0.0725791359323583;0.00591010708893609;4.54240619604939;0.000281594572852346;0.00833684485943235;1.24597173477054E-06;126654200;13.3737621;52.5051621;77.444;35.246;0.723;-1
1900;126654.4;13.373722886205;0.000199107719192557;52.5051342817602;0.000165247704241784;76.5146093511691;4.77268483108252E-05;2.77236676405485;9.94091962748992E-07;-0.0585564016917309;0.00591038676356578;4.54355827283813;0.00028335362230191;0.0114067538096742;1.24605735529983E-06;126654400;13.3737505;52.5051639;77.501;35.303;0.721;-1
1900;126654.6;13.3737103118675;0.000210640486642059;52.5051369245991;0.00018651006459927;76.522364113819;4.90342004152292E-05;2.77378332752635;1.03740248917434E-06;-0.174704505378267;0.00590887707359771;4.51978969415722;0.000285340152573535;0.00360580506895416;1.24606036801353E-06;126654600;13.3737393;52.5051655;77.601;35.403;0.721;-1
1900;126654.8;13.3736978242487;0.000224453890191069;52.5051394523265;0.000228040933237493;76.5297873537747;5.03690859826851E-05;2.77462226812757;1.08118978677626E-06;-0.25433306692166;0.00590596500930764;4.47615795956757;0.000288203275383376;0.00696791663307081;1.2461453604536E-06;126654800;13.3737264;52.5051676;77.654;35.456;0.722;-1
1900;126655;13.3736854686475;0.000239336431362332;52.5051420861877;0.000238990620016094;76.5368951367053;5.17322790856213E-05;2.77567958029874;1.12533862925857E-06;-0.28384891066683;0.00589580201749161;4.42133788499116;0.000293118616837983;0.0031280848422004;1.24610671486577E-06;126655000;13.3737138;52.5051701;77.571;35.373;0.724;-1
1900;126655.2;13.3736749361017;0.000296041249750049;52.5051451727782;0.000166517175077287;76.5437061997346;5.31232744411036E-05;2.77637695610134;1.16978764356439E-06;-0.3218975239825;0.00588043985811052;4.36593826301361;0.000300532768814674;0.000800852103729375;1.24614408951773E-06;126655200;13.3737033;52.5051718;77.669;35.47;0.723;-1
1900;126655.4;13.3736632309094;0.000260185275438041;52.5051479282848;0.000154498186332981;76.5502414147257;5.45407612679244E-05;2.77701954806996;1.21455620025065E-06;-0.294239084440662;0.00591604738939687;4.30419846866902;0.000293091144152915;0.00271435338383043;1.24614787940592E-06;126655400;13.373692;52.5051736;77.576;35.378;0.722;-1
1900;126655.6;13.3736513914238;0.000247720414587553;52.5051503863823;0.000146591961954376;76.556522056927;5.59836288713392E-05;2.77702777595653;1.25953256515649E-06;-0.281340245415525;0.00592174515498303;4.24730063787125;0.000288936328234798;-0.000252029585182645;1.24613029573824E-06;126655600;13.3736825;52.5051757;77.832;35.634;0.719;-1
1900;126655.8;13.3736396786814;0.000242724944204748;52.5051528891248;0.000162876717839692;76.5625698711293;5.7450417879554E-05;2.77731573213653;1.30465825684642E-06;-0.309369066136529;0.00592226008945373;4.1890176653557;0.000287592168721341;0.00201661053989885;1.24610152299793E-06;126655800;13.3736703;52.5051784;77.842;35.644;0.722;-1
1900;126656;13.3736281354755;0.000239218403261929;52.5051552788622;0.000105725199834324;76.5684057958064;5.89384584073353E-05;2.77727131214851;1.34987532323169E-06;-0.368800713454676;0.00592110561018408;4.1213910743051;0.000287672551061423;0.0015087377588788;1.24606418744005E-06;126656000;13.3736602;52.5051813;77.903;35.704;0.726;-1
1900;126656.2;13.373616803292;0.000232479935579058;52.5051576720487;5.8808753036889E-05;76.5740502009891;6.04430756414552E-05;2.77738713146613;1.39510053934714E-06;-0.424864772455212;0.00591823811700639;4.04162278702228;0.000287787232001089;0.000732390388371446;1.24600624614644E-06;126656200;13.3736491;52.5051833;77.89;35.692;0.731;-1
1900;126656.4;13.3736056974537;0.000229968036072402;52.5051600071466;0.000127238039327656;76.5795226345371;6.1958054696658E-05;2.77738929951912;1.44027095829441E-06;-0.473133972762096;0.00591827279793335;3.95168229718986;0.000287976659944867;-0.000763961236862429;1.2459189288684E-06;126656400;13.3736373;52.5051848;77.886;35.688;0.737;-1
1900;126656.6;13.373594851648;0.00022867200994967;52.5051623746408;0.000209423837220677;76.5848416065098;6.34766313423283E-05;2.77747073660739;1.48528462023636E-06;-0.50899364642544;0.00591808446454911;3.85319033779423;0.000287694363819775;0.00103024227927164;1.24581831471452E-06;126656600;13.3736267;52.505187;77.948;35.75;0.747;-1
1900;126656.8;13.373584293312;0.000228042133871455;52.5051645594811;0.000236125755728457;76.5900243182743;6.49910061789509E-05;2.77754879376849;1.53004133421046E-06;-0.542783328488922;0.00591803222339009;3.74835643891179;0.000287242732637824;0.00280183743647779;1.2457009132652E-06;126656800;13.3736172;52.5051893;78.037;35.839;0.759;-1
1900;126657;13.3735740331932;0.000228172602357798;52.5051666479767;0.000268919576384634;76.5950870505512;6.64915933541604E-05;2.77889670145233;1.57451052516141E-06;-0.611031156727896;0.00586627954314143;3.63368310871294;0.000287019258574086;0.0147249802928561;1.24558288050838E-06;126657000;13.3736074;52.5051914;78.069;35.871;0.77;-1
1900;126657.2;13.3735641042137;0.000229244065889625;52.5051686936911;0.000310259393058924;76.600045068897;6.79725637521335E-05;2.78203193501608;1.6185731940324E-06;-0.720705670879295;0.00562429076582223;3.50113338415474;0.000282080384661331;0.0127949645115988;1.26309763299467E-06;126657200;13.3735972;52.5051927;78.1;35.902;0.783;-1
1900;126657.4;13.3735545758564;0.000230430610913555;52.5051706113302;0.000321764190273917;76.6049184518422;6.95253730469901E-05;2.78431071248086;1.66243499444194E-06;-0.87683234876065;0.00551475776078242;3.34244083721911;0.000281099120489622;0.0111940440351458;1.26296761496823E-06;126657400;13.3735886;52.5051948;78.156;35.957;0.799;-1
1900;126657.6;13.3735455255212;0.000232441663526442;52.5051724474491;0.000297137950972239;76.6097207413009;7.11755009814429E-05;2.78743736548132;1.70608034910927E-06;-1.0731134179104;0.00550243341085144;3.14781681338658;0.000281155567872299;0.0216912710226444;1.26283107318487E-06;126657600;13.3735798;52.5051966;78.183;35.985;0.82;-1
1900;126657.8;13.3735370614762;0.000234706386756711;52.5051741146651;0.000358064479264019;76.6144616949103;7.29164887302295E-05;2.79343957471931;1.74944783663994E-06;-1.25119490814183;0.0055034182293538;2.91445656931977;0.000280885979743861;0.0430822331339153;1.26270214516812E-06;126657800;13.3735721;52.5051974;78.343;36.145;0.841;-1
