GPSWeek [weeks];GPSSecondsOfWeek [s];Solution status (sol status);Velocity type (vel type);A measure of the latency in the velocity time tag in seconds. It should be subtracted from the time to give improved results. (latency) [s];Differential age (age) [s];Horizontal speed over ground (hor spd) [m/s];Actual direction of motion over ground (track over ground) with respect to True North [deg];Vertical speed, where positive values indicate increasing altitude (up) and negative values indicate decreasing altitude (down) [m/s]
1900;126641.05;0;56;0;2;5.1410622056381;17.5001579443845;0.0050844888405015
1900;126641.1;0;56;0;2;5.1850864205767;17.3044796065633;0.00732303282689717
1900;126641.15;0;56;0;2;5.25061256675387;17.3161179199795;0.0152482743687896
1900;126641.2;0;56;0;2;5.30215991287831;17.5169275858943;0.0120213698101068
1900;126641.25;0;56;0;2;5.35587592903691;17.6278093320784;0.0172191620986331
1900;126641.3;0;56;0;2;5.4043781297171;17.6576296104734;0.0197348190316928
1900;126641.35;0;56;0;2;5.44997667811254;17.4483860079207;0.0353793769581592
1900;126641.4;0;56;0;2;5.5119173996158;17.5409113970935;0.0397056556408839
1900;126641.45;0;56;0;2;5.5605986604879;17.4784378032524;0.0517294187233737
1900;126641.5;0;56;0;2;5.62379284167528;17.4524236866279;0.0395017966227478
1900;126641.55;0;56;0;2;5.66722629507745;17.3368497752647;0.0345385896500408
1900;126641.6;0;56;0;2;5.7107787764437;17.1370761792395;0.0520635177047297
1900;126641.65;0;56;0;2;5.75320641479484;17.1337358343635;0.0207300512632016
1900;126641.7;0;56;0;2;5.7989538996794;17.2187097330858;0.023589902558244
1900;126641.75;0;56;0;2;5.83513517602151;17.3815198598226;0.0344178090404377
1900;126641.8;0;56;0;2;5.87118868626903;17.3824828824245;0.0491058478466848
1900;126641.85;0;56;0;2;5.91788436334524;17.4160920973131;0.0488026184679686
1900;126641.9;0;56;0;2;5.95738224162053;17.4907206126374;0.0373941628668284
1900;126641.95;0;56;0;2;5.98595465210588;17.6069060232085;0.0236539394708859
1900;126642;0;56;0;2;6.02483731254248;17.7135710212887;0.0273355880565189
1900;126642.05;0;56;0;2;6.05208542823475;17.7117264553772;0.0331761951039806
1900;126642.1;0;56;0;2;6.07295453394641;17.7063638389004;0.0259379597696969
1900;126642.15;0;56;0;2;6.10202709739032;17.8281757543702;0.0327722286588021
1900;126642.2;0;56;0;2;6.13372080791202;17.9591042894974;0.0357813499697155
1900;126642.25;0;56;0;2;6.1585144805059;17.9793328556198;0.032622945711184
1900;126642.3;0;56;0;2;6.18722354447266;17.8403793244282;0.0321413958687096
1900;126642.35;0;56;0;2;6.20938891136852;17.7878015227278;0.0338356261050947
1900;126642.4;0;56;0;2;6.23932567474135;18.0157470719912;0.0296348298727613
1900;126642.45;0;56;0;2;6.26623461148918;18.0600932785152;0.0401075585734429
1900;126642.5;0;56;0;2;6.28537777225986;18.207265709238;0.0517727562626824
1900;126642.55;0;56;0;2;6.31080832793544;18.2432723955882;0.0457680222233638
1900;126642.6;0;56;0;2;6.3400585520714;18.3653284026815;0.0266179648574552
1900;126642.65;0;56;0;2;6.35602534788606;18.3812423703817;0.0326682775014024
1900;126642.7;0;56;0;2;6.38089702093524;18.4340855778087;0.031973528628614
1900;126642.75;0;56;0;2;6.39942916310286;18.407616544942;0.0230892717406062
1900;126642.8;0;56;0;2;6.42197878203437;18.4814066478369;0.0397266879450102
1900;126642.85;0;56;0;2;6.4494366260039;18.5562083146826;0.0500742715088789
1900;126642.9;0;56;0;2;6.47642165669503;18.5498387955557;0.0499097208965948
1900;126642.95;0;56;0;2;6.49662625835146;18.502201316302;0.0434810564334565
1900;126643;0;56;0;2;6.5184798030555;18.4824194598027;0.032223749334467
1900;126643.05;0;56;0;2;6.53748224511532;18.4080963473178;0.0362107338427231
1900;126643.1;0;56;0;2;6.56694931035171;18.4632290357282;0.0530320519984926
1900;126643.15;0;56;0;2;6.59090250565209;18.6290258061752;0.0557409296814759
1900;126643.2;0;56;0;2;6.6123828287704;18.7397530683976;0.0570837419657435
1900;126643.25;0;56;0;2;6.62639863826894;18.7060138706915;0.0566688477220763
1900;126643.3;0;56;0;2;6.63678090505613;18.7133911068446;0.054191413087787
1900;126643.35;0;56;0;2;6.65478544900164;18.7691119495054;0.05590028013961
1900;126643.4;0;56;0;2;6.66784033565364;18.8130538758629;0.0528704414642176
1900;126643.45;0;56;0;2;6.68584995823937;18.7249156839263;0.0533926686259774
1900;126643.5;0;56;0;2;6.69924174528519;18.5910977971064;0.0367686380444026
1900;126643.55;0;56;0;2;6.70992885043117;18.587186849802;0.0317738371275409
1900;126643.6;0;56;0;2;6.72989340227677;18.5381462547221;0.0460976831349411
1900;126643.65;0;56;0;2;6.73492157799198;18.5869157446955;0.0550707070483631
1900;126643.7;0;56;0;2;6.74972954423575;18.5126954137317;0.0681651903208045
1900;126643.75;0;56;0;2;6.76143286819482;18.4591726578074;0.0783763392824475
1900;126643.8;0;56;0;2;6.77453939794977;18.4535954202368;0.0782468204440052
1900;126643.85;0;56;0;2;6.77523861082793;18.3484382336293;0.0710155090726312
1900;126643.9;0;56;0;2;6.77084803671767;18.3883768567555;0.0618244087373951
1900;126643.95;0;56;0;2;6.7573062044537;18.4495425445186;0.0502456001783878
1900;126644;0;56;0;2;6.75016065593558;18.4900483763496;0.0532226414628152
1900;126644.05;0;56;0;2;6.74637776809369;18.5208015174686;0.0671134594380813
1900;126644.1;0;56;0;2;6.74458868612702;18.4242685730434;0.0571426965028623
1900;126644.15;0;56;0;2;6.74296294078987;18.315734283168;0.0446898861176197
1900;126644.2;0;56;0;2;6.73579697234716;18.2950381792543;0.0359499646490695
1900;126644.25;0;56;0;2;6.72205941781486;18.2694465949083;0.0296603941543765
1900;126644.3;0;56;0;2;6.70897154482345;18.2391143321217;0.0395332660219299
1900;126644.35;0;56;0;2;6.6961470530727;18.4152329787424;0.0358118694644487
1900;126644.4;0;56;0;2;6.69143604443575;18.4234198821543;0.0409278991000104
1900;126644.45;0;56;0;2;6.67964603037492;18.4349076238901;0.0395074026520796
1900;126644.5;0;56;0;2;6.66618031493602;18.3598140182185;0.0245278009299756
1900;126644.55;0;56;0;2;6.66137146488407;18.330441068028;0.0173844412327795
1900;126644.6;0;56;0;2;6.65880345297104;18.3342196964623;0.00458528831453986
1900;126644.65;0;56;0;2;6.65677419555385;18.3016422987986;0.0174396115614899
1900;126644.7;0;56;0;2;6.66609635069488;18.2777878572369;0.0342190577999713
1900;126644.75;0;56;0;2;6.66993584929332;18.2540430962931;0.0456331352202444
1900;126644.8;0;56;0;2;6.67850185122008;18.3354168641156;0.0590317353437464
1900;126644.85;0;56;0;2;6.68251296463179;18.3676914169164;0.0569031506569746
1900;126644.9;0;56;0;2;6.6842975332369;18.3480842261413;0.0621837357372401
1900;126644.95;0;56;0;2;6.68333176865504;18.2954597818413;0.052411470582499
1900;126645;0;56;0;2;6.67791601502163;18.2902672867144;0.0473348723534057
1900;126645.05;0;50;0.025000000372529;2.04999995231628;6.56263057763031;20.5944976646092;0.220730961549378
1900;126645.1;0;50;0.025000000372529;2.09999990463257;6.63852120359159;15.2264474118186;0.283818127849717
1900;126645.15;0;50;0.025000000372529;1.14999997615814;6.54378951087573;21.7490914898748;0.16536828129194
1900;126645.2;0;50;0.025000000372529;1.20000004768372;6.82669825356728;17.4390435546695;-0.16216815114359
1900;126645.25;0;50;0.025000000372529;1.25;7.0325040924221;15.1173585112255;-0.459979116213687
1900;126645.3;0;50;0.025000000372529;1.29999995231628;6.57439710054935;18.3722873214035;0.139617379086302
1900;126645.35;0;50;0.025000000372529;1.35000002384186;6.7114702859328;18.9649604838342;0.123820439206269
1900;126645.4;0;50;0.025000000372529;1.39999997615814;6.68284918403701;19.0368539032199;0.126309101327236
1900;126645.45;0;50;0.025000000372529;1.45000004768372;6.70379177098072;18.9014369543782;0.0500343492777806
1900;126645.5;0;50;0.025000000372529;1.5;6.7742980842987;20.5854074906313;-0.0376618546968475
1900;126645.55;0;50;0.025000000372529;1.54999995231628;6.47060568473586;16.2502237515626;0.565117597236997
1900;126645.6;0;50;0.025000000372529;1.60000002384186;6.73039988817788;16.4994058043019;0.278707090545144
1900;126645.65;0;50;0.025000000372529;1.64999997615814;6.99729355414737;20.9216569084377;-0.3851170749239
1900;126645.7;0;50;0.025000000372529;1.70000004768372;6.99964048091136;17.5678568855338;-0.145601206684896
1900;126645.75;0;50;0.025000000372529;1.75;6.83566669355955;20.557030738909;-0.402580343411778
1900;126645.8;0;50;0.025000000372529;1.79999995231628;6.76813492445248;17.1014113471193;0.367583339837718
1900;126645.85;0;50;0.025000000372529;1.85000002384186;7.02791601064506;15.1467869853455;-0.169102766461137
1900;126645.9;0;50;0.025000000372529;1.89999997615814;6.90718281023361;16.671572446949;-0.179837609699032
1900;126645.95;0;50;0.025000000372529;1.95000004768372;6.71991705210269;20.8048738465756;0.194672352476933
1900;126646;0;50;0.025000000372529;2;6.61755445305335;18.3567133733354;0.10944228117321
1900;126646.05;0;50;0.025000000372529;2.04999995231628;6.84170656348709;21.021127446279;-0.0689688414622363
1900;126646.1;0;50;0.025000000372529;2.09999990463257;6.72828051747852;19.063537591578;0.13413161270192
1900;126646.15;0;50;0.025000000372529;1.14999997615814;6.88864980658114;17.0033194915511;0.0854174307328535
1900;126646.2;0;50;0.025000000372529;1.20000004768372;6.92423350596486;16.1432575275747;-0.064907241352079
1900;126646.25;0;50;0.025000000372529;1.25;6.74218999931705;20.3292363459194;0.222554131813165
1900;126646.3;0;50;0.025000000372529;1.29999995231628;6.79691430025563;17.2803059808726;0.256337658910449
1900;126646.35;0;50;0.025000000372529;1.35000002384186;6.66197802455455;20.6098649777577;-0.023492858285465
1900;126646.4;0;50;0.025000000372529;1.39999997615814;7.11807732124412;16.589530983262;-0.487674752706682
1900;126646.45;0;50;0.025000000372529;1.45000004768372;7.00210096804007;15.1925995645856;-0.000320760777519524
1900;126646.5;0;50;0.025000000372529;1.5;6.76860200864246;19.0295318283378;0.033087290207972
1900;126646.55;0;50;0.025000000372529;1.54999995231628;6.82782778376898;19.4872153379707;-0.291491221268712
1900;126646.6;0;50;0.025000000372529;1.60000002384186;6.63623315288572;17.0672282016356;0.0823732214408892
1900;126646.65;0;50;0.025000000372529;1.64999997615814;6.82028705468361;20.8208586372041;0.15632980570669
1900;126646.7;0;50;0.025000000372529;1.70000004768372;7.04287013274423;19.57446544479;-0.215302166833238
1900;126646.75;0;50;0.025000000372529;1.75;6.88993285386241;15.9348786664632;-0.244076208339844
1900;126646.8;0;50;0.025000000372529;1.79999995231628;6.59987337498501;19.9769603733728;0.676754018347342
1900;126646.85;0;50;0.025000000372529;1.85000002384186;6.69817402028508;18.3512399438012;0.0978964574127321
1900;126646.9;0;50;0.025000000372529;1.89999997615814;6.87104829871909;17.2248818014517;-0.201594857574418
1900;126646.95;0;50;0.025000000372529;1.95000004768372;6.55682004637789;20.6203235635104;0.286639271681054
1900;126647;0;50;0.025000000372529;2;7.07749613787895;16.6781379582349;-0.554767151525796
1900;126647.05;0;50;0.025000000372529;2.04999995231628;6.85933687374351;16.2833867115431;-0.195557501713133
1900;126647.1;0;50;0.025000000372529;2.09999990463257;6.74605621560405;18.915584392301;0.0901788787604763
1900;126647.15;0;50;0.025000000372529;1.14999997615814;6.60755030713493;20.4912501929872;-0.00716772666202425
1900;126647.2;0;50;0.025000000372529;1.20000004768372;6.5234368961735;18.112336349684;0.43523336027768
1900;126647.25;0;50;0.025000000372529;1.25;6.53174545292216;18.2122222991523;0.495287896908509
1900;126647.3;0;50;0.025000000372529;1.29999995231628;6.8050806242888;19.0617714484268;-0.42446162020875
1900;126647.35;0;50;0.025000000372529;1.35000002384186;6.89530208261267;17.5973742432946;-0.255515058621096
1900;126647.4;0;50;0.025000000372529;1.39999997615814;6.89534424412363;17.6556055034663;-0.313970223261078
1900;126647.45;0;50;0.025000000372529;1.45000004768372;6.51142680303039;19.5204145645633;-0.0307026552972625
1900;126647.5;0;50;0.025000000372529;1.5;6.25780872261799;16.8903747411596;0.471534176176724
1900;126647.55;0;50;0.025000000372529;1.54999995231628;6.39647550418494;22.1314423623326;0.280378578465981
1900;126647.6;0;50;0.025000000372529;1.60000002384186;6.66268321236108;17.6532764125993;-0.12643864002068
1900;126647.65;0;50;0.025000000372529;1.64999997615814;6.67848047000248;15.0203528253339;-0.160877808672727
1900;126647.7;0;50;0.025000000372529;1.70000004768372;6.4499097058883;18.516581548549;0.10626573207078
1900;126647.75;0;50;0.025000000372529;1.75;6.34879502997464;18.9194415119774;0.047491220732284
1900;126647.8;0;50;0.025000000372529;1.79999995231628;6.54655878649093;18.0736348151002;-0.146044012718593
1900;126647.85;0;50;0.025000000372529;1.85000002384186;6.20110246623234;22.1235210077298;0.216746886670685
1900;126647.9;0;50;0.025000000372529;1.89999997615814;6.31525303771636;17.3896232109774;0.134555985273752
1900;126647.95;0;50;0.025000000372529;1.95000004768372;6.25812351185966;17.374042801636;0.237265140023701
1900;126648;0;50;0.025000000372529;2;6.49739446284992;17.0222763131861;-0.0769002301390049
1900;126648.05;0;50;0.025000000372529;2.04999995231628;6.39992701774924;19.9390535035376;-0.256512519234573
1900;126648.1;0;50;0.025000000372529;2.09999990463257;6.3140730299662;18.9449027243175;-0.0631417045304783
1900;126648.15;0;50;0.025000000372529;1.14999997615814;5.99616896323841;18.3864929913557;0.508567061195111
1900;126648.2;0;50;0.025000000372529;1.20000004768372;6.22065356131859;16.9432004509982;-0.0417196259004609
1900;126648.25;0;50;0.025000000372529;1.25;6.49812045069943;16.4157104150985;-0.298013583940019
1900;126648.3;0;50;0.025000000372529;1.29999995231628;6.16977868623088;19.252897331069;0.206683595981007
1900;126648.35;0;50;0.025000000372529;1.35000002384186;6.14236216838974;15.4308947485831;-0.0339226868407572
1900;126648.4;0;50;0.025000000372529;1.39999997615814;6.13197902711681;19.755524528824;0.165910584963825
1900;126648.45;0;50;0.025000000372529;1.45000004768372;6.15701129665812;24.1429162408774;-0.00865844342076372
1900;126648.5;0;50;0.025000000372529;1.5;6.01786790340407;17.8286177760636;-0.1610729285628
1900;126648.55;0;50;0.025000000372529;1.54999995231628;6.16770997523529;19.6245892828962;0.0734495422876056
1900;126648.6;0;50;0.025000000372529;1.60000002384186;5.95727700343559;20.6404570234936;-0.0255027472368381
1900;126648.65;0;50;0.025000000372529;1.64999997615814;5.90760284610185;20.0577999046058;0.0887106756221399
1900;126648.7;0;50;0.025000000372529;1.70000004768372;6.28466191548571;15.6523322164788;-0.135910370746517
1900;126648.75;0;50;0.025000000372529;1.75;5.49854739296461;28.8579049901905;0.553124424987791
1900;126648.8;0;50;0.025000000372529;1.79999995231628;5.74962963684222;20.5522022817548;0.143651854175916
1900;126648.85;0;50;0.025000000372529;1.85000002384186;5.81869757705071;22.2029674845092;0.180107185675188
1900;126648.9;0;50;0.025000000372529;1.89999997615814;5.84875162865987;21.0075742812421;0.161213028004798
1900;126648.95;0;50;0.025000000372529;1.95000004768372;5.78197047429881;18.2153792079073;0.138599006587387
1900;126649;0;50;0.025000000372529;2;5.78508174306642;22.0632127430007;0.15598009043168
1900;126649.05;0;56;0;2;5.78030234641684;19.2305549074299;0.0103442215459464
1900;126649.1;0;56;0;2;5.74978364685034;19.0388848292373;0.0143396764131478
1900;126649.15;0;56;0;2;5.71242231182219;18.754671545169;0.0178752484430378
1900;126649.2;0;56;0;2;5.67537276242703;18.5356774381109;0.0164921987356865
1900;126649.25;0;56;0;2;5.64502367035655;18.206770340097;0.0251582591409014
1900;126649.3;0;56;0;2;5.60861117349652;17.4649625063425;0.0317951617855257
1900;126649.35;0;56;0;2;5.56648648852661;17.0273862435243;0.0310903595999696
1900;126649.4;0;56;0;2;5.52850168915455;16.6318728806755;0.0259851121078993
1900;126649.45;0;56;0;2;5.47858734046982;16.0210763670225;0.0368303966681065
1900;126649.5;0;56;0;2;5.43724541391765;15.3763482850819;0.0308990354005729
1900;126649.55;0;56;0;2;5.38464938262183;14.7193213704594;0.0266518912656255
1900;126649.6;0;56;0;2;5.32338282961683;13.961307256197;0.0382870231834787
1900;126649.65;0;56;0;2;5.27159209379631;13.2016106405041;0.0366977569109861
1900;126649.7;0;56;0;2;5.21073068333295;12.4486980574392;0.0511440964160701
1900;126649.75;0;56;0;2;5.16465653620986;11.1991614437919;0.0464688192283682
1900;126649.8;0;56;0;2;5.10732446002956;9.89212357983247;0.0308410677372093
1900;126649.85;0;56;0;2;5.05766097260651;9.01325900120358;0.0352263738989822
1900;126649.9;0;56;0;2;5.00516498645096;8.23937428177117;0.0316787677659227
1900;126649.95;0;56;0;2;4.96408677440279;7.10695890397233;0.0334459529634672
1900;126650;0;56;0;2;4.92391948012083;5.89555189012791;0.0395116593345568
1900;126650.05;0;56;0;2;4.89774904778453;4.80448701922685;0.0295528360648332
1900;126650.1;0;56;0;2;4.87293818269826;3.57306157894742;0.0256027244647705
1900;126650.15;0;56;0;2;4.84293410283652;2.21039636285377;0.0368981898779261
1900;126650.2;0;56;0;2;4.81579101366865;1.05927500251628;0.0518923329098238
1900;126650.25;0;56;0;2;4.80309002680902;0.0359262249022815;0.0586561258009768
1900;126650.3;0;56;0;2;4.78184079682829;358.785797748086;0.0632004985576993
1900;126650.35;0;56;0;2;4.76010811124441;357.331557268871;0.0555310797953048
1900;126650.4;0;56;0;2;4.74433349562604;356.027305903414;0.0546691917850408
1900;126650.45;0;56;0;2;4.71476049591923;355.042314636999;0.0492679483387626
1900;126650.5;0;56;0;2;4.70237793544802;353.696678903723;0.0521182916081058
1900;126650.55;0;56;0;2;4.68048049677849;352.387090358996;0.0449952763437085
1900;126650.6;0;56;0;2;4.65325737912389;351.326277576011;0.0339391495118972
1900;126650.65;0;56;0;2;4.63437906288234;350.173200151037;0.0295822568756665
1900;126650.7;0;56;0;2;4.61086195638806;348.881971400642;0.0322245428050407
1900;126650.75;0;56;0;2;4.59940588377065;347.360687492114;0.0497014758352137
1900;126650.8;0;56;0;2;4.59272543985107;345.826442735914;0.0523457352120507
1900;126650.85;0;56;0;2;4.57686079339565;344.524468324646;0.0376663546431888
1900;126650.9;0;56;0;2;4.56577269947869;342.987351765702;0.0346453628704606
1900;126650.95;0;56;0;2;4.55490196195072;341.517243591262;0.0328752980613229
1900;126651;0;56;0;2;4.53608317648075;340.022474297892;0.0250426914794435
1900;126651.05;0;56;0;2;4.5145811274119;338.57174701977;0.0184849786486394
1900;126651.1;0;56;0;2;4.49577729471471;337.354759954938;0.02181494161827
1900;126651.15;0;56;0;2;4.48537853719195;335.973210227438;0.0429345066636326
1900;126651.2;0;56;0;2;4.48025407408746;334.414649529166;0.0569812681261024
1900;126651.25;0;56;0;2;4.46917529246191;333.037240241085;0.0393551177108309
1900;126651.3;0;56;0;2;4.44867848075846;331.597355441909;0.0307183452365896
1900;126651.35;0;56;0;2;4.42876028013495;330.031554314537;0.0216722547344468
1900;126651.4;0;56;0;2;4.41767819319046;328.394246543744;0.0145542725817669
1900;126651.45;0;56;0;2;4.40349761038096;326.872604244353;0.0189679194767898
1900;126651.5;0;56;0;2;4.39659179030332;325.287674672501;0.0196194714889333
1900;126651.55;0;56;0;2;4.392218941797;323.496014732886;0.024452758350251
1900;126651.6;0;56;0;2;4.37369224333847;322.219381244191;0.0280727140323755
1900;126651.65;0;56;0;2;4.34478189058284;321.854771578265;0.0259980275211134
1900;126651.7;0;56;0;2;4.33028260694112;320.846720648389;0.0209884901745576
1900;126651.75;0;56;0;2;4.29912605011821;319.757733323312;0.023345166164487
1900;126651.8;0;56;0;2;4.25961114256634;317.630733717305;0.0235500575143917
1900;126651.85;0;56;0;2;4.21992592468882;315.546057599881;0.0313489962151428
1900;126651.9;0;56;0;2;4.19350062972214;314.22813100643;0.0185324426667921
1900;126651.95;0;56;0;2;4.17726195521523;312.881488800647;0.0124633451067584
1900;126652;0;56;0;2;4.16939028735621;311.311358752679;0.00296867449926586
1900;126652.05;0;56;0;3;4.14771884557013;309.18511683708;0.00949202471051791
1900;126652.1;0;56;0;3;4.13855061677188;307.604016340265;-0.00873555675110893
1900;126652.15;0;56;0;3;4.11490884852614;306.325278490826;-0.0322366734047241
1900;126652.2;0;56;0;3;4.10366556561994;305.024822476432;-0.0269569405539023
1900;126652.25;0;56;0;3;4.0981386917604;304.678399685641;-0.00496776875207638
1900;126652.3;0;56;0;3;4.08923086817366;304.135538286099;0.0121748423702923
1900;126652.35;0;56;0;3;4.10203162825372;303.120162885993;0.099142242359467
1900;126652.4;0;56;0;3;4.12237696393063;301.671152354513;0.17303926584498
1900;126652.45;0;56;0;3;4.12133837367541;299.890623736817;0.187740059630226
1900;126652.5;0;56;0;3;4.10735363224739;298.785327769043;0.133050214026091
1900;126652.55;0;56;0;3;4.08485747743753;297.957291069008;0.0976488350472268
1900;126652.6;0;56;0;3;4.06074892643797;296.982355001155;0.118790990749066
1900;126652.65;0;56;0;3;4.05304909647255;296.457238281268;0.116667752500162
1900;126652.7;0;56;0;3;4.0620520766597;295.888670906536;0.116800615140787
1900;126652.75;0;56;0;3;4.04438331245678;295.460569553238;0.0978735957970366
1900;126652.8;0;56;0;3;4.05885906467282;295.065772763246;0.104352537034625
1900;126652.85;0;56;0;3;4.09840176332884;294.441381490692;0.0905040553861201
1900;126652.9;0;56;0;3;4.09615863124473;293.680237636566;0.09129131373727
1900;126652.95;0;56;0;3;4.13081943924774;293.0026318301;0.0652399632833699
1900;126653;0;56;0;3;4.14365178929337;292.956340931666;0.09478292754061
1900;126653.05;0;56;0;4;4.15582495935576;292.783704322551;0.0985909450516655
1900;126653.1;0;56;0;4;4.16522151418902;292.072837722819;0.109607778690816
1900;126653.15;0;56;0;4;4.21116948076696;291.224293294687;0.100795433816938
1900;126653.2;0;56;0;4;4.22779047419145;290.567881473368;0.128601092810731
1900;126653.25;0;56;0;4;4.25667029059338;290.524568620211;0.144079919895602
1900;126653.3;0;56;0;4;4.27556731529354;290.586108305398;0.206595272002546
1900;126653.35;0;56;0;4;4.30283956854647;290.434897697601;0.193284323412775
1900;126653.4;0;56;0;4;4.33460216755108;290.284429686524;0.17135157210376
1900;126653.45;0;56;0;4;4.3417401068492;290.526508258526;0.129365160987536
1900;126653.5;0;56;0;4;4.35877598954531;290.342394440156;0.0431765529278594
1900;126653.55;0;56;0;4;4.35111149644831;290.191757325101;0.0691101747635352
1900;126653.6;0;56;0;4;4.40248417063313;290.056223919638;0.0490508358192785
1900;126653.65;0;56;0;4;4.43186587042619;290.030875210929;0.0452889044850759
1900;126653.7;0;56;0;4;4.46141854564299;289.891335947035;0.0506836163818867
1900;126653.75;0;56;0;4;4.4780345269705;289.681651260454;0.0459789068735036
1900;126653.8;0;56;0;4;4.4914103849313;289.388411471096;0.0538520013115865
1900;126653.85;0;56;0;4;4.52856606700768;289.595484294369;0.0564655367631614
1900;126653.9;0;56;0;4;4.55074750445554;289.690954873147;0.0658914433755997
1900;126653.95;0;56;0;4;4.5636227130548;289.537079535515;0.0726232142582838
1900;126654;0;56;0;4;4.56002964081862;289.388365398946;0.0720457036414308
1900;126654.05;0;56;0;5;4.54342369526891;289.234748734852;0.0515732186374147
1900;126654.1;0;56;0;5;4.52967999190737;289.300375666528;0.0450611363406054
1900;126654.15;0;56;0;5;4.52129877708645;289.303003711755;0.0359863243144283
1900;126654.2;0;56;0;5;4.51577370779733;289.11520911026;0.0144031616216043
1900;126654.25;0;56;0;5;4.50662248418513;289.224678342275;-0.00142479253523253
1900;126654.3;0;56;0;5;4.49574119651533;289.248178300893;-0.00770871372906867
1900;126654.35;0;56;0;5;4.48829689682187;289.40734535832;-0.00343669075002218
1900;126654.4;0;56;0;5;4.49038236734972;289.372074990619;-0.00874727869811243
1900;126654.45;0;56;0;5;4.48355291074868;289.533476357612;-0.0396849834826516
1900;126654.5;0;56;0;5;4.47763298623963;289.383017580333;-0.0453753046731229
1900;126654.55;0;56;0;5;4.48584769660752;289.063356418856;-0.0228432908398167
1900;126654.6;0;56;0;5;4.47663582683788;289.011626453978;-0.00147751275764851
1900;126654.65;0;56;0;5;4.47758567190977;288.82489431058;0.0234960639500058
1900;126654.7;0;56;0;5;4.45996173752294;289.044274070051;0.0277930821401767
1900;126654.75;0;56;0;5;4.43863966660685;289.005051270307;0.00818870363991897
1900;126654.8;0;56;0;5;4.4149959393085;288.924620110418;-0.00241870758471041
1900;126654.85;0;56;0;5;4.39758328009136;289.000180009608;0.0119929577816953
1900;126654.9;0;56;0;5;4.38337360168282;289.037309025224;0.0366434238011241
1900;126654.95;0;56;0;5;4.37691893860006;288.994992168895;0.0232720773782126
1900;126655;0;56;0;5;4.35893943415097;288.988699185938;0.0204690295447644
1900;126655.05;0;56;0;6;4.34645829238149;289.173329238168;-0.000335817391992732
1900;126655.1;0;56;0;6;4.32693401200402;289.03569311286;0.016706533151553
1900;126655.15;0;56;0;6;4.31240029641357;288.993349618048;0.0098095403151961
1900;126655.2;0;56;0;6;4.29637021814264;288.879171014636;-0.00276714686313084
1900;126655.25;0;56;0;6;4.29299329634611;288.903878051896;0.00513689576987386
1900;126655.3;0;56;0;6;4.28156310553599;288.872579594138;0.0214535240361986
