GPSWeek [weeks];GPSSecondsOfWeek [s];Solution status (sol stat);Position type (pos type);Latitude (lat) [deg];Longitude (lon) [deg];Height above mean sea level (hgt) [m];Undulation (undulation) [m];Datum ID number (datum id#);Latitude standard deviation (lat σ) [m];Longitude standard deviation (lon σ) [m];Height standard deviation (hgt σ) [m];Base station ID (stn id);Differential age in seconds (diff_age) [s];Solution age in seconds (sol_age) [s];Number of satellites tracked (#SVs);Number of satellites used in solution (#solnSVs);Number of satellites with L1/E1/B1 signals used in solution (#solnL1SVs);Number of satellites with multi-frequency signals used in solution (#solnMultiSVs);Extended solution status (ext sol stat);Galileo and BeiDou signals used mask (Galileo and BeiDou sig mask);GPS and GLONASS signals used mask (GPS and GLONASS sig mask)
1900;126637.15;0;56;52.5044233806428;13.3736145460027;36.2420574855059;39.5999984741211;61;0.0127885844558477;0.0119329812005162;0.014162952080369;4095;2;0;15;15;15;12;1;51;48
1900;126637.2;0;56;52.504424214193;13.3736144725194;36.2446278966963;39.5999984741211;61;0.0127885863184929;0.0119329839944839;0.014162952080369;4095;2;0;15;15;15;12;1;51;48
1900;126637.25;0;56;52.5044250637676;13.3736143756402;36.2474176827818;39.5999984741211;61;0.0127885667607188;0.0119329625740647;0.0141629530116916;4095;2;0;15;15;15;12;1;51;48
1900;126637.3;0;56;52.5044259253709;13.3736142645885;36.2496617631987;39.5999984741211;61;0.012788568623364;0.0119329653680325;0.0141629530116916;4095;2;0;15;15;15;12;1;51;48
1900;126637.35;0;56;52.5044267989698;13.3736141623847;36.2510816305876;39.5999984741211;61;0.0127885704860091;0.011932966299355;0.014162952080369;4095;2;0;15;15;15;12;1;51;48
1900;126637.4;0;56;52.5044276900515;13.3736140709172;36.25223844219;39.5999984741211;61;0.0127885714173317;0.0119329672306776;0.014162952080369;4095;2;0;15;15;15;12;1;51;48
1900;126637.45;0;56;52.5044285951223;13.3736139670648;36.2545168120414;39.5999984741211;61;0.0127885574474931;0.0119329523295164;0.014162952080369;4095;2;0;15;15;15;12;1;51;48
1900;126637.5;0;56;52.5044295178994;13.3736138417857;36.2574960226193;39.5999984741211;61;0.0127885565161705;0.0119329513981938;0.014162952080369;4095;2;0;15;15;15;12;1;51;48
1900;126637.55;0;56;52.5044304558529;13.3736137077136;36.2602459862828;39.5999984741211;61;0.0127885546535254;0.0119329486042261;0.014162952080369;4095;2;0;15;15;15;12;1;51;48
1900;126637.6;0;56;52.504431401626;13.373613577192;36.262797803618;39.5999984741211;61;0.0127885527908802;0.011932946741581;0.014162952080369;4095;2;0;15;15;15;12;1;51;48
1900;126637.65;0;56;52.50443235877;13.3736134445996;36.2650175280869;39.5999984741211;61;0.0127885499969125;0.0119329430162907;0.014162952080369;4095;2;0;15;15;15;12;1;51;48
1900;126637.7;0;56;52.5044333251845;13.3736133100723;36.2667789552361;39.5999984741211;61;0.0127885490655899;0.0119329430162907;0.014162952080369;4095;2;0;15;15;15;12;1;51;48
1900;126637.75;0;56;52.5044343026685;13.3736131837928;36.2687260219827;39.5999984741211;61;0.0127885490655899;0.0119329430162907;0.014162952080369;4095;2;0;15;15;15;12;1;51;48
1900;126637.8;0;56;52.5044352946257;13.3736130700711;36.2708340631798;39.5999984741211;61;0.0127885490655899;0.0119329439476132;0.0141629530116916;4095;2;0;15;15;15;12;1;51;48
1900;126637.85;0;56;52.5044363024695;13.3736129597129;36.2724882913753;39.5999984741211;61;0.0127885499969125;0.0119329439476132;0.014162952080369;4095;2;0;15;15;15;12;1;51;48
1900;126637.9;0;56;52.5044373275526;13.3736128401233;36.2739542871714;39.5999984741211;61;0.0127885509282351;0.0119329439476132;0.014162952080369;4095;2;0;15;15;15;12;1;51;48
1900;126637.95;0;56;52.5044383686446;13.3736127041211;36.2758270129561;39.5999984741211;61;0.0127885527908802;0.011932946741581;0.014162952080369;4095;2;0;15;15;15;12;1;51;48
1900;126638;0;56;52.50443943043;13.3736125459724;36.2781786965206;39.5999984741211;61;0.0127885574474931;0.0119329513981938;0.014162952080369;4095;2;0;15;15;15;12;1;51;48
1900;126638.05;0;56;52.5044405054194;13.3736124237131;36.2784986933693;39.5999984741211;61;0.0139063857495785;0.0131307654082775;0.0145882647484541;4095;2;0;12;11;11;11;1;51;48
1900;126638.1;0;56;52.5044416050448;13.3736122430765;36.2804644899443;39.5999984741211;61;0.0139063904061913;0.013130770996213;0.0145882647484541;4095;2;0;12;11;11;11;1;51;48
1900;126638.15;0;56;52.5044427263151;13.3736120655866;36.282539114356;39.5999984741211;61;0.0139063959941268;0.013130777515471;0.0145882656797767;4095;2;0;12;11;11;11;1;51;48
1900;126638.2;0;56;52.5044438724303;13.3736119000396;36.2854591971263;39.5999984741211;61;0.0139064034447074;0.0131307849660516;0.0145882656797767;4095;2;0;12;11;11;11;1;51;48
1900;126638.25;0;56;52.5044450479671;13.373611763821;36.2886337731034;39.5999984741211;61;0.0139063959941268;0.0131307756528258;0.0145882638171315;4095;2;0;12;11;11;11;1;51;48
1900;126638.3;0;56;52.5044462464609;13.373611655406;36.2921502031386;39.5999984741211;61;0.0139064053073525;0.0131307858973742;0.0145882638171315;4095;2;0;12;11;11;11;1;51;48
1900;126638.35;0;56;52.5044474729751;13.373611568756;36.2957851681858;39.5999984741211;61;0.0139064192771912;0.0131307989358902;0.0145882647484541;4095;2;0;12;11;11;11;1;51;48
1900;126638.4;0;56;52.5044487236463;13.3736114951349;36.2992192888632;39.5999984741211;61;0.0139064379036427;0.0131308194249868;0.0145882647484541;4095;2;0;12;11;11;11;1;51;48
1900;126638.45;0;56;52.5044499970637;13.3736114360587;36.3023244645447;39.5999984741211;61;0.0139064192771912;0.0131307998672128;0.0145882647484541;4095;2;0;12;11;11;11;1;51;48
1900;126638.5;0;56;52.5044512919692;13.3736114018041;36.304794547148;39.5999984741211;61;0.0139064388349652;0.013130821287632;0.0145882647484541;4095;2;0;12;11;11;11;1;51;48
1900;126638.55;0;56;52.5044526101885;13.3736113873061;36.3070773193613;39.5999984741211;61;0.013906461186707;0.0131308445706964;0.0145882638171315;4095;2;0;12;11;11;11;1;51;48
1900;126638.6;0;56;52.5044539533969;13.3736113910251;36.3094748910517;39.5999984741211;61;0.0139064835384488;0.0131308669224381;0.0145882638171315;4095;2;0;12;11;11;11;1;51;48
1900;126638.65;0;56;52.5044553219968;13.3736114283664;36.3123478693888;39.5999984741211;61;0.0139064360409975;0.0131308175623417;0.0145882638171315;4095;2;0;12;11;11;11;1;51;48
1900;126638.7;0;56;52.5044567149612;13.3736115067651;36.3158318735659;39.5999984741211;61;0.0139064528048038;0.0131308352574706;0.0145882647484541;4095;2;0;12;11;11;11;1;51;48
1900;126638.75;0;56;52.5044581319095;13.3736116204501;36.3199445391074;39.5999984741211;61;0.0139064714312553;0.0131308548152447;0.0145882647484541;4095;2;0;12;11;11;11;1;51;48
1900;126638.8;0;56;52.5044595695978;13.3736117717211;36.3236558064818;39.5999984741211;61;0.013906491920352;0.0131308762356639;0.0145882647484541;4095;2;0;12;11;11;11;1;51;48
1900;126638.85;0;56;52.5044610231395;13.3736119508042;36.3274560282007;39.5999984741211;61;0.0139064406976104;0.0131308222189546;0.0145882638171315;4095;2;0;12;11;11;11;1;51;48
1900;126638.9;0;56;52.5044624991343;13.3736121445506;36.3317095097154;39.5999984741211;61;0.0139064621180296;0.0131308436393738;0.0145882647484541;4095;2;0;12;11;11;11;1;51;48
1900;126638.95;0;56;52.5044639935794;13.373612356513;36.3364912765101;39.5999984741211;61;0.0139064881950617;0.0131308706477284;0.0145882647484541;4095;2;0;12;11;11;11;1;51;48
1900;126639;0;56;52.504465502867;13.3736125925381;36.3403415661305;39.5999984741211;61;0.0139065152034163;0.0131309004500508;0.0145882647484541;4095;2;0;12;11;11;11;1;51;48
1900;126639.05;0;56;52.5044669607888;13.3736128509327;36.3422206789255;39.5999984741211;61;0.014440611936152;0.0137956123799086;0.0147620346397161;4095;2;0;14;13;13;13;1;51;48
1900;126639.1;0;56;52.5044684918525;13.373613162741;36.3435936905444;39.5999984741211;61;0.0144406240433455;0.013795624487102;0.0147620355710387;4095;2;0;14;13;13;13;1;51;48
1900;126639.15;0;56;52.5044700347087;13.3736135257225;36.3448764262721;39.5999984741211;61;0.0144406380131841;0.0137956384569407;0.0147620346397161;4095;2;0;14;13;13;13;1;51;48
1900;126639.2;0;56;52.5044715898386;13.3736139445515;36.346188060008;39.5999984741211;61;0.0144406529143453;0.0137956542894244;0.0147620346397161;4095;2;0;14;13;13;13;1;51;48
1900;126639.25;0;56;52.5044731587687;13.3736144109739;36.3475564457476;39.5999984741211;61;0.0144405988976359;0.0137955984100699;0.0147620346397161;4095;2;0;14;13;13;13;1;51;48
1900;126639.3;0;56;52.5044747414577;13.3736149141182;36.3487300844863;39.5999984741211;61;0.0144406100735068;0.0137956095859408;0.0147620346397161;4095;2;0;14;13;13;13;1;51;48
1900;126639.35;0;56;52.5044763381455;13.3736154557369;36.3493151292205;39.5999984741211;61;0.0144406203180552;0.0137956207618117;0.0147620346397161;4095;2;0;14;13;13;13;1;51;48
1900;126639.4;0;56;52.5044779473662;13.3736160328364;36.3495673136786;39.5999984741211;61;0.0144406286999583;0.0137956291437149;0.0147620346397161;4095;2;0;14;13;13;13;1;51;48
1900;126639.45;0;56;52.5044795755209;13.3736166465135;36.3498094566166;39.5999984741211;61;0.0144405849277973;0.0137955835089087;0.0147620346397161;4095;2;0;14;13;13;13;1;51;48
1900;126639.5;0;56;52.504481221106;13.3736172953111;36.3502147607505;39.5999984741211;61;0.0144405895844102;0.0137955881655216;0.0147620346397161;4095;2;0;14;13;13;13;1;51;48
1900;126639.55;0;56;52.5044828826419;13.3736179820711;36.3506986424327;39.5999984741211;61;0.0144405933097005;0.0137955928221345;0.0147620346397161;4095;2;0;14;13;13;13;1;51;48
1900;126639.6;0;56;52.5044845613492;13.37361869508;36.3515308788046;39.5999984741211;61;0.0144405951723456;0.0137955937534571;0.0147620346397161;4095;2;0;14;13;13;13;1;51;48
1900;126639.65;0;56;52.5044862556859;13.3736194265664;36.3533568726853;39.5999984741211;61;0.014440568163991;0.0137955658137798;0.0147620346397161;4095;2;0;14;13;13;13;1;51;48
1900;126639.7;0;56;52.5044879600997;13.3736201808719;36.3556476561353;39.5999984741211;61;0.0144405709579587;0.0137955686077476;0.0147620346397161;4095;2;0;14;13;13;13;1;51;48
1900;126639.75;0;56;52.5044896706427;13.3736209620956;36.357891513966;39.5999984741211;61;0.0144405709579587;0.013795567676425;0.0147620346397161;4095;2;0;14;13;13;13;1;51;48
1900;126639.8;0;56;52.5044913875436;13.3736217624172;36.3601286252961;39.5999984741211;61;0.0144405700266361;0.013795567676425;0.0147620337083936;4095;2;0;14;13;13;13;1;51;48
1900;126639.85;0;56;52.5044931143688;13.3736225852342;36.3622353067622;39.5999984741211;61;0.0144405560567975;0.0137955527752638;0.0147620337083936;4095;2;0;14;13;13;13;1;51;48
1900;126639.9;0;56;52.5044948476571;13.373623435314;36.3639856399968;39.5999984741211;61;0.0144405560567975;0.0137955527752638;0.0147620337083936;4095;2;0;14;13;13;13;1;51;48
1900;126639.95;0;56;52.5044965915472;13.3736243084455;36.3652120046318;39.5999984741211;61;0.0144405569881201;0.0137955537065864;0.0147620337083936;4095;2;0;14;13;13;13;1;51;48
1900;126640;0;56;52.5044983484018;13.3736252099076;36.3658118210733;39.5999984741211;61;0.0144405560567975;0.0137955527752638;0.0147620337083936;4095;2;0;14;13;13;13;1;51;48
1900;126640.05;0;56;52.5045001282295;13.3736261333189;36.3663460928947;39.5999984741211;61;0.0171252675354481;0.0158798955380917;0.0157371778041124;4095;2;0;13;9;9;8;1;51;48
1900;126640.1;0;56;52.5045019074365;13.3736271098754;36.3664172636345;39.5999984741211;61;0.0171252675354481;0.0158798955380917;0.0157371778041124;4095;2;0;13;9;9;8;1;51;48
1900;126640.15;0;56;52.5045037037058;13.3736280945901;36.3666792158037;39.5999984741211;61;0.0171252656728029;0.0158798936754465;0.0157371778041124;4095;2;0;13;9;9;8;1;51;48
1900;126640.2;0;56;52.5045055141988;13.3736290817957;36.366740167141;39.5999984741211;61;0.0171252656728029;0.0158798918128014;0.0157371778041124;4095;2;0;13;9;9;8;1;51;48
1900;126640.25;0;56;52.5045073441299;13.3736300688457;36.3667824519798;39.5999984741211;61;0.0171252638101578;0.0158798918128014;0.0157371759414673;4095;2;0;13;9;9;8;1;51;48
1900;126640.3;0;56;52.5045091944736;13.373631054876;36.3674053326249;39.5999984741211;61;0.0171252638101578;0.0158798918128014;0.0157371759414673;4095;2;0;13;9;9;8;1;51;48
1900;126640.35;0;56;52.5045110682198;13.3736320374386;36.3690299503505;39.5999984741211;61;0.0171252638101578;0.0158798918128014;0.0157371759414673;4095;2;0;13;9;9;8;1;51;48
1900;126640.4;0;56;52.5045129722876;13.3736330176474;36.3710722113028;39.5999984741211;61;0.0171252656728029;0.0158798918128014;0.0157371778041124;4095;2;0;13;9;9;8;1;51;48
1900;126640.45;0;56;52.5045148970343;13.3736339971591;36.3733875583857;39.5999984741211;61;0.0171252638101578;0.0158798918128014;0.0157371759414673;4095;2;0;13;9;9;8;1;51;48
1900;126640.5;0;56;52.5045168444039;13.3736349888974;36.3751075742766;39.5999984741211;61;0.0171252638101578;0.0158798918128014;0.0157371759414673;4095;2;0;13;9;9;8;1;51;48
1900;126640.55;0;56;52.5045188150433;13.3736359872832;36.3767090654001;39.5999984741211;61;0.0171252638101578;0.0158798918128014;0.0157371778041124;4095;2;0;13;9;9;8;1;51;48
1900;126640.6;0;56;52.5045208072559;13.3736370012023;36.3778005996719;39.5999984741211;61;0.0171252638101578;0.0158798918128014;0.0157371759414673;4095;2;0;13;9;9;8;1;51;48
1900;126640.65;0;56;52.504522815103;13.3736380502307;36.3769111540169;39.5999984741211;61;0.0171252638101578;0.0158798918128014;0.0157371759414673;4095;2;0;13;9;9;8;1;51;48
1900;126640.7;0;56;52.5045248379047;13.373639137348;36.3763762097806;39.5999984741211;61;0.0171252656728029;0.0158798918128014;0.0157371759414673;4095;2;0;13;9;9;8;1;51;48
1900;126640.75;0;56;52.50452688645;13.373640243429;36.3769152034074;39.5999984741211;61;0.0171252656728029;0.0158798918128014;0.0157371759414673;4095;2;0;13;9;9;8;1;51;48
1900;126640.8;0;56;52.5045289658707;13.3736413555348;36.37829920277;39.5999984741211;61;0.0171252656728029;0.0158798918128014;0.0157371759414673;4095;2;0;13;9;9;8;1;51;48
1900;126640.85;0;56;52.5045310699832;13.3736424636131;36.3801689939573;39.5999984741211;61;0.0171252656728029;0.0158798918128014;0.0157371759414673;4095;2;0;13;9;9;8;1;51;48
1900;126640.9;0;56;52.5045331971062;13.3736435733949;36.3823364498094;39.5999984741211;61;0.0171252656728029;0.0158798918128014;0.0157371759414673;4095;2;0;13;9;9;8;1;51;48
1900;126640.95;0;56;52.5045353470324;13.373644681972;36.3841902576387;39.5999984741211;61;0.0171252656728029;0.0158798918128014;0.0157371759414673;4095;2;0;13;9;9;8;1;51;48
1900;126641;0;56;52.5045375182003;13.3736457890088;36.3855731636286;39.5999984741211;61;0.0171252656728029;0.0158798918128014;0.0157371759414673;4095;2;0;13;9;9;8;1;51;48
1900;126641.05;0;56;52.5045396880904;13.3736470780964;36.3867065254599;39.5999984741211;61;0.0215437561273575;0.0195853132754564;0.0173336211591959;4095;2;0;11;11;11;11;1;51;48
1900;126641.1;0;56;52.5045419012237;13.3736482100155;36.387114841491;39.5999984741211;61;0.0215437561273575;0.0195853132754564;0.0173336211591959;4095;2;0;11;11;11;11;1;51;48
1900;126641.15;0;56;52.5045441409195;13.3736493547311;36.3877101130784;39.5999984741211;61;0.0215437561273575;0.0195853132754564;0.0173336211591959;4095;2;0;11;11;11;11;1;51;48
1900;126641.2;0;56;52.5045463998325;13.3736505263323;36.388360218145;39.5999984741211;61;0.0215437561273575;0.0195853132754564;0.0173336211591959;4095;2;0;11;11;11;11;1;51;48
1900;126641.25;0;56;52.5045486816843;13.3736517124518;36.3891678601503;39.5999984741211;61;0.0215437561273575;0.0195853132754564;0.0173336211591959;4095;2;0;11;11;11;11;1;51;48
1900;126641.3;0;56;52.5045509847716;13.373652912204;36.3901469707489;39.5999984741211;61;0.0215437561273575;0.0195853132754564;0.0173336211591959;4095;2;0;11;11;11;11;1;51;48
1900;126641.35;0;56;52.5045533106722;13.3736541118733;36.3915684437379;39.5999984741211;61;0.0215437561273575;0.0195853132754564;0.0173336211591959;4095;2;0;11;11;11;11;1;51;48
1900;126641.4;0;56;52.5045556606986;13.3736553307331;36.3933808077127;39.5999984741211;61;0.0215437561273575;0.0195853132754564;0.0173336211591959;4095;2;0;11;11;11;11;1;51;48
1900;126641.45;0;56;52.5045580326771;13.3736565560076;36.3956753853709;39.5999984741211;61;0.0215437561273575;0.0195853132754564;0.0173336192965508;4095;2;0;11;11;11;11;1;51;48
1900;126641.5;0;56;52.504560431866;13.373657790145;36.3978361133486;39.5999984741211;61;0.0215437561273575;0.0195853132754564;0.0173336192965508;4095;2;0;11;11;11;11;1;51;48
1900;126641.55;0;56;52.5045628510527;13.3736590289939;36.3996955966577;39.5999984741211;61;0.0215437561273575;0.0195853132754564;0.0173336192965508;4095;2;0;11;11;11;11;1;51;48
1900;126641.6;0;56;52.5045652938889;13.373660263747;36.4019757006317;39.5999984741211;61;0.0215437561273575;0.0195853151381016;0.0173336211591959;4095;2;0;11;11;11;11;1;51;48
1900;126641.65;0;56;52.5045677563222;13.3736615104137;36.4033595370129;39.5999984741211;61;0.0215437561273575;0.0195853132754564;0.0173336192965508;4095;2;0;11;11;11;11;1;51;48
1900;126641.7;0;56;52.5045702354503;13.3736627680433;36.4044887404889;39.5999984741211;61;0.0215437561273575;0.0195853132754564;0.0173336192965508;4095;2;0;11;11;11;11;1;51;48
1900;126641.75;0;56;52.5045727290637;13.3736640432892;36.4061198914424;39.5999984741211;61;0.0215437561273575;0.0195853132754564;0.0173336192965508;4095;2;0;11;11;11;11;1;51;48
1900;126641.8;0;56;52.5045752404856;13.3736653281404;36.4083213508129;39.5999984741211;61;0.0215437561273575;0.0195853151381016;0.0173336192965508;4095;2;0;11;11;11;11;1;51;48
1900;126641.85;0;56;52.5045777704413;13.3736666277436;36.4106431324035;39.5999984741211;61;0.0215437561273575;0.0195853151381016;0.0173336192965508;4095;2;0;11;11;11;11;1;51;48
1900;126641.9;0;56;52.5045803143766;13.3736679404888;36.4128419598565;39.5999984741211;61;0.0215437561273575;0.0195853151381016;0.0173336192965508;4095;2;0;11;11;11;11;1;51;48
1900;126641.95;0;56;52.5045828701389;13.3736692676011;36.4144345568493;39.5999984741211;61;0.0215437561273575;0.0195853151381016;0.0173336192965508;4095;2;0;11;11;11;11;1;51;48
1900;126642;0;56;52.5045854424231;13.3736706102312;36.4157402236015;39.5999984741211;61;0.0215437561273575;0.0195853151381016;0.0173336192965508;4095;2;0;11;11;11;11;1;51;48
1900;126642.05;0;56;52.5045880291645;13.3736719669984;36.4185357419774;39.5999984741211;61;0.0272858887910843;0.0251492857933044;0.0194692499935627;4095;2;0;9;9;9;9;1;51;48
1900;126642.1;0;56;52.5045906226157;13.3736733238918;36.4198875939474;39.5999984741211;61;0.0272858887910843;0.0251492857933044;0.0194692481309175;4095;2;0;9;9;9;9;1;51;48
1900;126642.15;0;56;52.5045932271006;13.3736746940078;36.4212900176644;39.5999984741211;61;0.0272858887910843;0.0251492857933044;0.0194692481309175;4095;2;0;9;9;9;9;1;51;48
1900;126642.2;0;56;52.5045958438768;13.3736760804464;36.4228140795603;39.5999984741211;61;0.0272858887910843;0.0251492857933044;0.0194692481309175;4095;2;0;9;9;9;9;1;51;48
1900;126642.25;0;56;52.5045984714252;13.3736774756685;36.4243859387934;39.5999984741211;61;0.0272858887910843;0.0251492857933044;0.0194692481309175;4095;2;0;9;9;9;9;1;51;48
1900;126642.3;0;56;52.5046011127283;13.3736788695425;36.4259797688574;39.5999984741211;61;0.0272858887910843;0.0251492857933044;0.0194692481309175;4095;2;0;9;9;9;9;1;51;48
1900;126642.35;0;56;52.5046037655014;13.3736802683661;36.4275762727484;39.5999984741211;61;0.0272858887910843;0.0251492857933044;0.0194692481309175;4095;2;0;9;9;9;9;1;51;48
1900;126642.4;0;56;52.5046064269657;13.3736816858865;36.429253006354;39.5999984741211;61;0.0272858906537294;0.0251492876559496;0.0194692481309175;4095;2;0;9;9;9;9;1;51;48
1900;126642.45;0;56;52.5046090983199;13.3736831096597;36.4309584414586;39.5999984741211;61;0.0272858906537294;0.0251492857933044;0.0194692462682724;4095;2;0;9;9;9;9;1;51;48
1900;126642.5;0;56;52.5046117768765;13.3736845471864;36.4332107175142;39.5999984741211;61;0.0272858906537294;0.0251492876559496;0.0194692462682724;4095;2;0;9;9;9;9;1;51;48
1900;126642.55;0;56;52.5046144674716;13.3736859980766;36.4356029564515;39.5999984741211;61;0.0272858906537294;0.0251492876559496;0.0194692462682724;4095;2;0;9;9;9;9;1;51;48
1900;126642.6;0;56;52.5046171662896;13.3736874650405;36.437328916043;39.5999984741211;61;0.0272858906537294;0.0251492876559496;0.0194692462682724;4095;2;0;9;9;9;9;1;51;48
1900;126642.65;0;56;52.5046198726498;13.3736889360474;36.4387234607711;39.5999984741211;61;0.0272858906537294;0.0251492876559496;0.0194692462682724;4095;2;0;9;9;9;9;1;51;48
1900;126642.7;0;56;52.5046225885599;13.3736904146975;36.4403971051797;39.5999984741211;61;0.0272858906537294;0.0251492876559496;0.0194692462682724;4095;2;0;9;9;9;9;1;51;48
1900;126642.75;0;56;52.5046253131806;13.3736918975814;36.4418566273525;39.5999984741211;61;0.0272858906537294;0.0251492876559496;0.0194692462682724;4095;2;0;9;9;9;9;1;51;48
1900;126642.8;0;56;52.5046280444998;13.3736933948116;36.4435916990042;39.5999984741211;61;0.0272858906537294;0.0251492876559496;0.0194692462682724;4095;2;0;9;9;9;9;1;51;48
1900;126642.85;0;56;52.5046307870992;13.3736949036909;36.4457601634786;39.5999984741211;61;0.0272858906537294;0.0251492876559496;0.0194692444056273;4095;2;0;9;9;9;9;1;51;48
1900;126642.9;0;56;52.5046335416992;13.373696416488;36.4480897691101;39.5999984741211;61;0.0272858906537294;0.0251492876559496;0.0194692444056273;4095;2;0;9;9;9;9;1;51;48
1900;126642.95;0;56;52.5046363046819;13.3736979303938;36.4502727491781;39.5999984741211;61;0.0272858906537294;0.0251492876559496;0.0194692444056273;4095;2;0;9;9;9;9;1;51;48
1900;126643;0;56;52.5046390760058;13.3736994491698;36.4522865451872;39.5999984741211;61;0.0272858906537294;0.0251492876559496;0.0194692444056273;4095;2;0;9;9;9;9;1;51;48
1900;126643.05;0;56;52.5046418759603;13.3737009716557;36.4550483273342;39.5999984741211;61;0.0338546894490719;0.0321988686919212;0.0220956224948168;4095;2;0;10;9;9;8;1;51;48
1900;126643.1;0;56;52.5046446694149;13.3737025025456;36.4573390064761;39.5999984741211;61;0.0338546894490719;0.0321988686919212;0.0220956224948168;4095;2;0;10;9;9;8;1;51;48
1900;126643.15;0;56;52.5046474716789;13.3737040502243;36.4599149897695;39.5999984741211;61;0.0338546894490719;0.0321988686919212;0.0220956224948168;4095;2;0;10;9;9;8;1;51;48
1900;126643.2;0;56;52.5046502811238;13.3737056106303;36.4625205211341;39.5999984741211;61;0.0338546931743622;0.0321988686919212;0.0220956224948168;4095;2;0;10;9;9;8;1;51;48
1900;126643.25;0;56;52.5046530982177;13.3737071731045;36.4652387937531;39.5999984741211;61;0.0338546931743622;0.0321988686919212;0.0220956206321716;4095;2;0;10;9;9;8;1;51;48
1900;126643.3;0;56;52.504655920273;13.3737087392805;36.4678988205269;39.5999984741211;61;0.0338546931743622;0.0321988686919212;0.0220956206321716;4095;2;0;10;9;9;8;1;51;48
1900;126643.35;0;56;52.5046587481085;13.3737103112136;36.4706052634865;39.5999984741211;61;0.0338546931743622;0.0321988724172115;0.0220956206321716;4095;2;0;10;9;9;8;1;51;48
1900;126643.4;0;56;52.504661580671;13.3737118893748;36.4735467908904;39.5999984741211;61;0.0338546931743622;0.0321988724172115;0.0220956206321716;4095;2;0;10;9;9;8;1;51;48
1900;126643.45;0;56;52.5046644223261;13.373713463295;36.4762367587537;39.5999984741211;61;0.0338546931743622;0.0321988724172115;0.0220956206321716;4095;2;0;10;9;9;8;1;51;48
1900;126643.5;0;56;52.5046672703444;13.3737150355284;36.4785000076517;39.5999984741211;61;0.0338546931743622;0.0321988724172115;0.0220956187695265;4095;2;0;10;9;9;8;1;51;48
1900;126643.55;0;56;52.5046701240399;13.3737166137975;36.4803343228996;39.5999984741211;61;0.0338546931743622;0.0321988724172115;0.0220956187695265;4095;2;0;10;9;9;8;1;51;48
1900;126643.6;0;56;52.504672988069;13.3737181907752;36.4823433486745;39.5999984741211;61;0.0338546931743622;0.0321988724172115;0.0220956187695265;4095;2;0;10;9;9;8;1;51;48
