time,sv_sys,sv_id,los
1225618256,G,11,1
1225618256,G,14,1
1225618256,G,17,1
1225618256,G,18,1
1225618256,G,22,1
1225618256,G,32,1
1225618256,E,4,1
1225618256,E,11,1
1225618256,E,12,1
1225618256,E,19,1
1225618256,R,1,0
1225618256,R,7,0
1225618256,R,8,1
1225618256,R,16,0
1225618256,R,23,1
1225618256,R,24,1
1225618257,G,1,1
1225618257,G,3,0
1225618257,G,11,1
1225618257,G,14,1
1225618257,G,17,1
1225618257,G,18,1
1225618257,G,22,1
1225618257,G,32,1
1225618257,E,4,1
1225618257,E,11,1
1225618257,E,12,1
1225618257,E,19,1
1225618257,R,7,0
1225618257,R,8,1
1225618257,R,16,0
1225618257,R,23,1
1225618257,R,24,1
1225618258,G,1,1
1225618258,G,11,1
1225618258,G,14,1
1225618258,G,17,1
1225618258,G,18,1
1225618258,G,22,1
1225618258,G,32,1
1225618258,E,4,1
1225618258,E,11,1
1225618258,E,12,1
1225618258,E,19,1
1225618258,R,1,1
1225618258,R,7,1
1225618258,R,8,1
1225618258,R,16,0
1225618258,R,23,1
1225618258,R,24,1
1225618259,G,1,1
1225618259,G,11,1
1225618259,G,14,1
1225618259,G,17,1
1225618259,G,18,1
1225618259,G,22,1
1225618259,G,32,1
1225618259,E,4,1
1225618259,E,11,1
1225618259,E,12,1
1225618259,E,19,1
1225618259,R,1,1
1225618259,R,7,0
1225618259,R,8,1
1225618259,R,16,0
1225618259,R,23,1
1225618259,R,24,1
1225618260,G,1,1
1225618260,G,3,0
1225618260,G,11,1
1225618260,G,14,1
1225618260,G,17,1
1225618260,G,18,1
1225618260,G,22,1
1225618260,G,32,1
1225618260,E,4,1
1225618260,E,11,1
1225618260,E,12,1
1225618260,E,19,1
1225618260,R,7,1
1225618260,R,8,1
1225618260,R,16,0
1225618260,R,23,1
1225618260,R,24,1
1225618261,G,1,1
1225618261,G,3,0
1225618261,G,8,0
1225618261,G,11,1
1225618261,G,14,1
1225618261,G,17,1
1225618261,G,18,1
1225618261,G,22,1
1225618261,G,32,1
1225618261,E,4,1
1225618261,E,11,1
1225618261,E,12,1
1225618261,E,19,1
1225618261,R,7,1
1225618261,R,8,1
1225618261,R,23,1
1225618261,R,24,1
1225618262,G,1,1
1225618262,G,3,1
1225618262,G,11,1
1225618262,G,14,1
1225618262,G,17,1
1225618262,G,18,1
1225618262,G,22,1
1225618262,G,32,1
1225618262,E,4,1
1225618262,E,11,1
1225618262,E,12,1
1225618262,E,19,1
1225618262,R,7,1
1225618262,R,8,1
1225618262,R,16,0
1225618262,R,23,1
1225618262,R,24,1
1225618263,G,1,1
1225618263,G,8,0
1225618263,G,11,1
1225618263,G,14,1
1225618263,G,17,1
1225618263,G,18,1
1225618263,G,22,1
1225618263,G,32,1
1225618263,E,4,1
1225618263,E,11,1
1225618263,E,12,1
1225618263,E,19,1
1225618263,R,7,0
1225618263,R,8,1
1225618263,R,16,1
1225618263,R,23,1
1225618263,R,24,1
1225618264,G,1,1
1225618264,G,8,0
1225618264,G,11,1
1225618264,G,14,1
1225618264,G,17,1
1225618264,G,18,1
1225618264,G,22,1
1225618264,G,32,1
1225618264,E,4,1
1225618264,E,11,1
1225618264,E,12,1
1225618264,E,19,1
1225618264,R,7,0
1225618264,R,8,1
1225618264,R,16,1
1225618264,R,23,1
1225618264,R,24,1
1225618265,G,1,1
1225618265,G,11,1
1225618265,G,14,1
1225618265,G,17,1
1225618265,G,18,1
1225618265,G,22,1
1225618265,G,32,1
1225618265,E,4,1
1225618265,E,11,1
1225618265,E,12,1
1225618265,E,19,1
1225618265,R,1,0
1225618265,R,7,0
1225618265,R,8,1
1225618265,R,16,1
1225618265,R,23,1
1225618265,R,24,1
1225618266,G,1,1
1225618266,G,3,0
1225618266,G,11,1
1225618266,G,14,1
1225618266,G,17,1
1225618266,G,18,1
1225618266,G,22,1
1225618266,G,32,1
1225618266,E,4,1
1225618266,E,11,1
1225618266,E,12,1
1225618266,E,19,1
1225618266,R,1,1
1225618266,R,7,0
1225618266,R,8,1
1225618266,R,23,1
1225618266,R,24,1
1225618267,G,1,1
1225618267,G,3,0
1225618267,G,11,1
1225618267,G,14,1
1225618267,G,17,1
1225618267,G,18,1
1225618267,G,22,1
1225618267,G,32,1
1225618267,E,4,1
1225618267,E,11,1
1225618267,E,12,1
1225618267,E,19,0
1225618267,R,7,0
1225618267,R,8,1
1225618267,R,16,1
1225618267,R,23,1
1225618267,R,24,1
1225618268,G,1,1
1225618268,G,11,1
1225618268,G,14,1
1225618268,G,17,1
1225618268,G,18,1
1225618268,G,22,1
1225618268,G,32,1
1225618268,E,4,1
1225618268,E,11,1
1225618268,E,12,1
1225618268,E,19,1
1225618268,R,1,1
1225618268,R,7,0
1225618268,R,8,1
1225618268,R,16,0
1225618268,R,23,1
1225618268,R,24,1
1225618269,G,1,1
1225618269,G,11,1
1225618269,G,14,1
1225618269,G,17,1
1225618269,G,18,1
1225618269,G,22,1
1225618269,G,32,1
1225618269,E,4,1
1225618269,E,11,1
1225618269,E,12,1
1225618269,E,19,1
1225618269,R,1,1
1225618269,R,7,0
1225618269,R,8,1
1225618269,R,16,0
1225618269,R,23,1
1225618269,R,24,1
1225618270,G,1,1
1225618270,G,3,0
1225618270,G,11,1
1225618270,G,14,1
1225618270,G,17,1
1225618270,G,18,1
1225618270,G,22,1
1225618270,G,32,1
1225618270,E,4,1
1225618270,E,11,1
1225618270,E,12,1
1225618270,E,19,1
1225618270,R,7,0
1225618270,R,8,1
1225618270,R,16,0
1225618270,R,23,1
1225618270,R,24,1
1225618271,G,1,1
1225618271,G,11,1
1225618271,G,14,1
1225618271,G,17,1
1225618271,G,18,1
1225618271,G,22,1
1225618271,G,32,1
1225618271,E,4,1
1225618271,E,11,1
1225618271,E,12,1
1225618271,E,19,1
1225618271,R,1,1
1225618271,R,7,0
1225618271,R,8,1
1225618271,R,16,0
1225618271,R,23,1
1225618271,R,24,1
1225618272,G,1,1
1225618272,G,3,0
1225618272,G,11,1
1225618272,G,14,1
1225618272,G,17,1
1225618272,G,18,1
1225618272,G,22,1
1225618272,G,32,1
1225618272,E,4,1
1225618272,E,11,1
1225618272,E,12,1
1225618272,E,19,1
1225618272,R,7,0
1225618272,R,8,1
1225618272,R,16,0
1225618272,R,23,1
1225618272,R,24,1
1225618273,G,1,1
1225618273,G,11,1
1225618273,G,14,1
1225618273,G,17,1
1225618273,G,18,1
1225618273,G,22,1
1225618273,G,32,1
1225618273,E,4,1
1225618273,E,11,1
1225618273,E,12,1
1225618273,E,19,1
1225618273,R,1,1
1225618273,R,7,0
1225618273,R,8,1
1225618273,R,16,0
1225618273,R,22,0
1225618273,R,23,1
1225618273,R,24,1
1225618274,G,1,1
1225618274,G,11,1
1225618274,G,14,1
1225618274,G,17,1
1225618274,G,18,1
1225618274,G,22,1
1225618274,G,32,1
1225618274,E,4,1
1225618274,E,11,1
1225618274,E,12,1
1225618274,E,19,1
1225618274,R,1,1
1225618274,R,7,0
1225618274,R,8,1
1225618274,R,16,1
1225618274,R,22,0
1225618274,R,23,1
1225618274,R,24,1
1225618275,G,1,1
1225618275,G,3,0
1225618275,G,11,1
1225618275,G,14,1
1225618275,G,17,1
1225618275,G,18,1
1225618275,G,22,1
1225618275,G,32,1
1225618275,E,4,1
1225618275,E,11,1
1225618275,E,12,1
1225618275,E,19,1
1225618275,R,1,1
1225618275,R,7,1
1225618275,R,8,1
1225618275,R,22,0
1225618275,R,23,1
1225618275,R,24,1
1225618276,G,1,1
1225618276,G,3,0
1225618276,G,8,1
1225618276,G,11,1
1225618276,G,14,1
1225618276,G,17,1
1225618276,G,18,1
1225618276,G,22,0
1225618276,G,32,1
1225618276,E,4,1
1225618276,E,11,1
1225618276,E,12,1
1225618276,E,19,1
1225618276,R,1,1
1225618276,R,7,1
1225618276,R,8,1
1225618276,R,23,1
1225618276,R,24,1
1225618277,G,1,1
1225618277,G,3,0
1225618277,G,8,1
1225618277,G,11,1
1225618277,G,14,1
1225618277,G,17,1
1225618277,G,18,1
1225618277,G,22,0
1225618277,G,32,1
1225618277,E,4,1
1225618277,E,11,1
1225618277,E,12,1
1225618277,E,19,1
1225618277,R,7,1
1225618277,R,8,1
1225618277,R,16,0
1225618277,R,23,1
1225618277,R,24,1
1225618278,G,1,1
1225618278,G,8,1
1225618278,G,11,1
1225618278,G,14,0
1225618278,G,17,1
1225618278,G,18,0
1225618278,G,22,1
1225618278,G,32,1
1225618278,E,4,1
1225618278,E,9,1
1225618278,E,11,1
1225618278,E,12,1
1225618278,E,19,1
1225618278,R,7,1
1225618278,R,8,1
1225618278,R,22,0
1225618278,R,23,1
1225618278,R,24,1
1225618279,G,1,1
1225618279,G,8,1
1225618279,G,11,1
1225618279,G,14,1
1225618279,G,17,1
1225618279,G,18,1
1225618279,G,22,1
1225618279,G,32,0
1225618279,E,4,1
1225618279,E,9,1
1225618279,E,11,1
1225618279,E,12,1
1225618279,E,19,0
1225618279,R,1,1
1225618279,R,7,1
1225618279,R,8,1
1225618279,R,23,1
1225618279,R,24,1
1225618280,G,1,1
1225618280,G,3,1
1225618280,G,8,1
1225618280,G,11,1
1225618280,G,17,1
1225618280,G,18,1
1225618280,G,22,1
1225618280,G,32,1
1225618280,E,4,1
1225618280,E,9,1
1225618280,E,11,1
1225618280,E,12,1
1225618280,E,19,1
1225618280,R,1,1
1225618280,R,7,1
1225618280,R,8,1
1225618280,R,23,1
1225618280,R,24,1
1225618281,G,1,1
1225618281,G,8,1
1225618281,G,11,1
1225618281,G,14,1
1225618281,G,17,1
1225618281,G,18,1
1225618281,G,22,1
1225618281,G,32,1
1225618281,E,4,1
1225618281,E,9,1
1225618281,E,11,1
1225618281,E,12,1
1225618281,E,19,1
1225618281,R,1,1
1225618281,R,7,1
1225618281,R,8,1
1225618281,R,23,1
1225618281,R,24,1
1225618282,G,1,1
1225618282,G,8,1
1225618282,G,11,1
1225618282,G,14,1
1225618282,G,17,1
1225618282,G,18,1
1225618282,G,22,1
1225618282,G,32,1
1225618282,E,4,1
1225618282,E,9,1
1225618282,E,11,1
1225618282,E,12,1
1225618282,E,19,1
1225618282,R,1,1
1225618282,R,7,1
1225618282,R,8,1
1225618282,R,23,1
1225618282,R,24,1
1225618283,G,1,1
1225618283,G,8,0
1225618283,G,11,1
1225618283,G,14,1
1225618283,G,17,1
1225618283,G,18,1
1225618283,G,22,1
1225618283,G,32,1
1225618283,E,4,1
1225618283,E,9,1
1225618283,E,11,1
1225618283,E,12,0
1225618283,E,19,1
1225618283,R,1,1
1225618283,R,7,1
1225618283,R,8,1
1225618283,R,23,1
1225618283,R,24,1
1225618284,G,1,1
1225618284,G,8,0
1225618284,G,11,1
1225618284,G,14,1
1225618284,G,17,1
1225618284,G,18,1
1225618284,G,22,1
1225618284,G,32,1
1225618284,E,4,1
1225618284,E,9,1
1225618284,E,11,1
1225618284,E,12,0
1225618284,E,19,0
1225618284,R,1,1
1225618284,R,7,1
1225618284,R,8,1
1225618284,R,23,1
1225618284,R,24,1
1225618285,G,1,1
1225618285,G,8,0
1225618285,G,11,1
1225618285,G,14,1
1225618285,G,17,1
1225618285,G,18,1
1225618285,G,22,1
1225618285,G,32,1
1225618285,E,4,1
1225618285,E,9,1
1225618285,E,11,1
1225618285,E,12,0
1225618285,E,19,1
1225618285,R,1,1
1225618285,R,7,0
1225618285,R,8,1
1225618285,R,23,1
1225618285,R,24,1
1225618286,G,1,1
1225618286,G,8,0
1225618286,G,11,1
1225618286,G,14,1
1225618286,G,17,1
1225618286,G,18,1
1225618286,G,22,1
1225618286,G,32,1
1225618286,E,4,1
1225618286,E,9,1
1225618286,E,11,1
1225618286,E,12,0
1225618286,E,19,1
1225618286,R,1,1
1225618286,R,7,0
1225618286,R,8,1
1225618286,R,23,1
1225618286,R,24,1
1225618287,G,1,1
1225618287,G,8,0
1225618287,G,11,1
1225618287,G,14,1
1225618287,G,17,1
1225618287,G,18,1
1225618287,G,22,1
1225618287,G,32,1
1225618287,E,4,1
1225618287,E,9,1
1225618287,E,11,1
1225618287,E,12,0
1225618287,E,19,1
1225618287,R,1,1
1225618287,R,7,0
1225618287,R,8,1
1225618287,R,23,1
1225618287,R,24,1
1225618288,G,1,1
1225618288,G,8,0
1225618288,G,11,1
1225618288,G,14,1
1225618288,G,17,1
1225618288,G,18,1
1225618288,G,22,1
1225618288,G,32,1
1225618288,E,4,1
1225618288,E,9,1
1225618288,E,11,1
1225618288,E,12,0
1225618288,E,19,1
1225618288,R,1,1
1225618288,R,7,0
1225618288,R,8,1
1225618288,R,23,1
1225618288,R,24,1
1225618289,G,1,1
1225618289,G,8,0
1225618289,G,11,1
1225618289,G,14,1
1225618289,G,17,1
1225618289,G,18,1
1225618289,G,22,1
1225618289,G,32,1
1225618289,E,4,1
1225618289,E,9,1
1225618289,E,11,1
1225618289,E,12,0
1225618289,E,19,1
1225618289,R,1,1
1225618289,R,7,0
1225618289,R,8,1
1225618289,R,23,1
1225618289,R,24,1
1225618290,G,1,1
1225618290,G,8,0
1225618290,G,11,1
1225618290,G,14,1
1225618290,G,17,1
1225618290,G,18,1
1225618290,G,22,1
1225618290,G,32,1
1225618290,E,4,1
1225618290,E,9,0
1225618290,E,11,1
1225618290,E,12,0
1225618290,E,19,1
1225618290,R,1,1
1225618290,R,7,0
1225618290,R,8,1
1225618290,R,23,1
1225618290,R,24,1
1225618291,G,1,1
1225618291,G,8,0
1225618291,G,11,1
1225618291,G,14,1
1225618291,G,17,1
1225618291,G,18,1
